horizon_seconds,price_range,band_low,band_high,n,total_available_contracts,coverage,wins,losses,p_success,avg_cost,ev_p_minus_c,gross_pnl,profit_per_available_contract,p_value_break_even,neighbor_count,neighbor_positive_count,neighbor_positive_share,neighbor_profit_per_available_mean,positive_component_size,positive_component_profit_per_available_mean,stable
420,0.70-0.80,0.70,0.80,33,184,0.179348,21,12,0.636364,0.759697,-0.123333,-4.070000,-0.022120,0.9641437066,16,8,0.500000,0.000688,0,0.000000,0
420,0.70-0.90,0.70,0.90,77,184,0.418478,62,15,0.805195,0.816364,-0.011169,-0.860000,-0.004674,0.6662230271,23,12,0.521739,0.001067,0,0.000000,0
420,0.70-1.00,0.70,1.00,141,184,0.766304,124,17,0.879433,0.878447,0.000986,0.139000,0.000755,0.5498045069,17,10,0.588235,0.005166,81,0.015013,0
420,0.80-0.90,0.80,0.90,44,184,0.239130,41,3,0.931818,0.858864,0.072955,3.210000,0.017446,0.1135621939,17,9,0.529412,-0.000944,81,0.015013,0
420,0.80-1.00,0.80,1.00,108,184,0.586957,103,5,0.953704,0.914731,0.038972,4.209000,0.022875,0.08912517619,14,9,0.642857,0.002352,81,0.015013,0
420,0.90-1.00,0.90,1.00,64,184,0.347826,62,2,0.968750,0.953141,0.015609,0.999000,0.005429,0.4160423765,8,8,1.000000,0.010482,81,0.015013,1
480,0.50-0.60,0.50,0.60,18,184,0.097826,7,11,0.388889,0.565000,-0.176111,-3.170000,-0.017228,0.9592936013,8,6,0.750000,0.002493,0,0.000000,0
480,0.50-0.70,0.50,0.70,48,184,0.260870,30,18,0.625000,0.622083,0.002917,0.140000,0.000761,0.5475588044,13,6,0.461538,-0.001756,81,0.015013,0
480,0.50-0.80,0.50,0.80,91,184,0.494565,60,31,0.659341,0.688681,-0.029341,-2.670000,-0.014511,0.7689884087,17,9,0.529412,0.000651,0,0.000000,0
480,0.50-0.90,0.50,0.90,135,184,0.733696,99,36,0.733333,0.742452,-0.009119,-1.231000,-0.006690,0.641852974,17,8,0.470588,0.000885,0,0.000000,0
480,0.50-1.00,0.50,1.00,184,184,1.000000,146,38,0.793478,0.796196,-0.002717,-0.500000,-0.002717,0.5821473842,11,7,0.636364,0.004826,0,0.000000,0
480,0.60-0.70,0.60,0.70,30,184,0.163043,23,7,0.766667,0.656333,0.110333,3.310000,0.017989,0.1385530838,16,7,0.437500,-0.004219,81,0.015013,0
480,0.60-0.80,0.60,0.80,73,184,0.396739,53,20,0.726027,0.719178,0.006849,0.500000,0.002717,0.5074510166,23,10,0.434783,-0.001182,81,0.015013,0
480,0.60-0.90,0.60,0.90,117,184,0.635870,92,25,0.786325,0.769752,0.016573,1.939000,0.010538,0.3801126523,26,11,0.423077,-0.000666,81,0.015013,0
480,0.60-1.00,0.60,1.00,166,184,0.902174,139,27,0.837349,0.821265,0.016084,2.670000,0.014511,0.3291481229,17,9,0.529412,0.002833,81,0.015013,0
480,0.70-0.80,0.70,0.80,43,184,0.233696,30,13,0.697674,0.763023,-0.065349,-2.810000,-0.015272,0.8810038554,17,10,0.588235,0.002448,0,0.000000,0
480,0.70-0.90,0.70,0.90,87,184,0.472826,69,18,0.793103,0.808862,-0.015759,-1.371000,-0.007451,0.7035687886,23,14,0.608696,0.003432,0,0.000000,0
480,0.70-1.00,0.70,1.00,136,184,0.739130,116,20,0.852941,0.857647,-0.004706,-0.640000,-0.003478,0.6223725138,17,12,0.705882,0.006960,0,0.000000,0
480,0.80-0.90,0.80,0.90,44,184,0.239130,39,5,0.886364,0.853659,0.032705,1.439000,0.007821,0.3603393993,17,10,0.588235,0.002572,81,0.015013,0
480,0.80-1.00,0.80,1.00,93,184,0.505435,86,7,0.924731,0.901398,0.023333,2.170000,0.011793,0.2877116731,14,9,0.642857,0.004800,81,0.015013,0
480,0.90-1.00,0.90,1.00,49,184,0.266304,47,2,0.959184,0.944265,0.014918,0.731000,0.003973,0.4798367684,8,6,0.750000,0.007839,81,0.015013,1
540,0.50-0.60,0.50,0.60,27,184,0.146739,16,11,0.592593,0.555556,0.037037,1.000000,0.005435,0.4260418533,7,3,0.428571,-0.007353,81,0.015013,0
540,0.50-0.70,0.50,0.70,61,184,0.331522,34,27,0.557377,0.609508,-0.052131,-3.180000,-0.017283,0.834733688,13,7,0.538462,-0.004532,0,0.000000,0
540,0.50-0.80,0.50,0.80,98,184,0.532609,64,34,0.653061,0.666837,-0.013776,-1.350000,-0.007337,0.6601355393,17,9,0.529412,-0.004193,0,0.000000,0
540,0.50-0.90,0.50,0.90,150,184,0.815217,110,40,0.733333,0.731800,0.001533,0.230000,0.001250,0.5256329612,17,7,0.411765,-0.002541,81,0.015013,0
540,0.50-1.00,0.50,1.00,184,184,1.000000,140,44,0.760870,0.769533,-0.008663,-1.594000,-0.008663,0.6543196135,11,5,0.454545,-0.000284,0,0.000000,0
540,0.60-0.70,0.60,0.70,34,184,0.184783,18,16,0.529412,0.652353,-0.122941,-4.180000,-0.022717,0.9519709219,16,9,0.562500,-0.002660,0,0.000000,0
540,0.60-0.80,0.60,0.80,71,184,0.385870,48,23,0.676056,0.709155,-0.033099,-2.350000,-0.012772,0.7761735573,23,13,0.565217,-0.001180,0,0.000000,0
540,0.60-0.90,0.60,0.90,123,184,0.668478,94,29,0.764228,0.770488,-0.006260,-0.770000,-0.004185,0.6159850653,26,14,0.538462,0.000742,0,0.000000,0
540,0.60-1.00,0.60,1.00,157,184,0.853261,124,33,0.789809,0.806331,-0.016522,-2.594000,-0.014098,0.7448130024,17,9,0.529412,0.002849,0,0.000000,0
540,0.70-0.80,0.70,0.80,37,184,0.201087,30,7,0.810811,0.761351,0.049459,1.830000,0.009946,0.3128194661,17,11,0.647059,0.001364,81,0.015013,0
540,0.70-0.90,0.70,0.90,89,184,0.483696,76,13,0.853933,0.815618,0.038315,3.410000,0.018533,0.2138427983,23,14,0.608696,0.002552,81,0.015013,0
540,0.70-1.00,0.70,1.00,123,184,0.668478,106,17,0.861789,0.848894,0.012894,1.586000,0.008620,0.4000343046,17,10,0.588235,0.003949,81,0.015013,0
540,0.80-0.90,0.80,0.90,52,184,0.282609,46,6,0.884615,0.854231,0.030385,1.580000,0.008587,0.349778375,16,10,0.625000,0.004174,81,0.015013,0
540,0.80-1.00,0.80,1.00,86,184,0.467391,76,10,0.883721,0.886558,-0.002837,-0.244000,-0.001326,0.6161052547,13,9,0.692308,0.005060,0,0.000000,0
540,0.90-1.00,0.90,1.00,34,184,0.184783,30,4,0.882353,0.936000,-0.053647,-1.824000,-0.009913,0.9375632197,7,5,0.714286,0.004035,0,0.000000,0
