ticker,close_time_utc,close_date_utc,close_time_et,close_date_et,close_hour_et,close_hour_bucket_et,horizon_seconds,selected_timestamp_utc,selected_remaining_seconds,horizon_abs_error_seconds,yes_mid,more_likely_side,more_likely_mid,cost,price_bin,official_outcome,official_raw_result,official_status,official_settlement_ts,official_settlement_value_dollars,official_expiration_value,official_floor_strike,resolved,success,gross_pnl
KXHYPE15M-26JUN030915-15,2026-06-03T13:15:00Z,2026-06-03,2026-06-03T09:15:00-04:00,2026-06-03,9,08-11,480,2026-06-03T13:06:47.368000Z,492.632,12.632,0.750000,YES,0.750000,0.760000,0.70-0.80,YES,yes,finalized,2026-06-03T13:15:04.765053Z,1.0000,73.4642,73.1848,1,1,0.240000
KXHYPE15M-26JUN030915-15,2026-06-03T13:15:00Z,2026-06-03,2026-06-03T09:15:00-04:00,2026-06-03,9,08-11,540,2026-06-03T13:05:59.694000Z,540.306,0.306,0.880000,YES,0.880000,0.900000,0.80-0.90,YES,yes,finalized,2026-06-03T13:15:04.765053Z,1.0000,73.4642,73.1848,1,1,0.100000
KXHYPE15M-26JUN030915-15,2026-06-03T13:15:00Z,2026-06-03,2026-06-03T09:15:00-04:00,2026-06-03,9,08-11,600,2026-06-03T13:04:59.288000Z,600.712,0.712,0.810000,YES,0.810000,0.820000,0.80-0.90,YES,yes,finalized,2026-06-03T13:15:04.765053Z,1.0000,73.4642,73.1848,1,1,0.180000
KXHYPE15M-26JUN030915-15,2026-06-03T13:15:00Z,2026-06-03,2026-06-03T09:15:00-04:00,2026-06-03,9,08-11,660,2026-06-03T13:03:59.616000Z,660.384,0.384,0.890000,YES,0.890000,0.900000,0.80-0.90,YES,yes,finalized,2026-06-03T13:15:04.765053Z,1.0000,73.4642,73.1848,1,1,0.100000
KXHYPE15M-26JUN030915-15,2026-06-03T13:15:00Z,2026-06-03,2026-06-03T09:15:00-04:00,2026-06-03,9,08-11,720,2026-06-03T13:03:00.651000Z,719.349,0.651,0.895000,YES,0.895000,0.900000,0.80-0.90,YES,yes,finalized,2026-06-03T13:15:04.765053Z,1.0000,73.4642,73.1848,1,1,0.100000
KXHYPE15M-26JUN030915-15,2026-06-03T13:15:00Z,2026-06-03,2026-06-03T09:15:00-04:00,2026-06-03,9,08-11,780,2026-06-03T13:02:00.900000Z,779.100,0.900,0.830000,YES,0.830000,0.850000,0.80-0.90,YES,yes,finalized,2026-06-03T13:15:04.765053Z,1.0000,73.4642,73.1848,1,1,0.150000
KXHYPE15M-26JUN030915-15,2026-06-03T13:15:00Z,2026-06-03,2026-06-03T09:15:00-04:00,2026-06-03,9,08-11,840,2026-06-03T13:01:00.415000Z,839.585,0.415,0.695000,YES,0.695000,0.700000,0.60-0.70,YES,yes,finalized,2026-06-03T13:15:04.765053Z,1.0000,73.4642,73.1848,1,1,0.300000
KXHYPE15M-26JUN030915-15,2026-06-03T13:15:00Z,2026-06-03,2026-06-03T09:15:00-04:00,2026-06-03,9,08-11,900,2026-06-03T13:00:10.581000Z,889.419,10.581,0.500000,YES,0.500000,0.700000,0.50-0.60,YES,yes,finalized,2026-06-03T13:15:04.765053Z,1.0000,73.4642,73.1848,1,1,0.300000
KXHYPE15M-26JUN030930-30,2026-06-03T13:30:00Z,2026-06-03,2026-06-03T09:30:00-04:00,2026-06-03,9,08-11,120,2026-06-03T13:27:58.968000Z,121.032,1.032,0.010000,NO,0.990000,0.995000,0.90-1.00,NO,no,finalized,2026-06-03T13:30:04.760276Z,0.0000,73.0139,73.4642,1,1,0.005000
KXHYPE15M-26JUN030930-30,2026-06-03T13:30:00Z,2026-06-03,2026-06-03T09:30:00-04:00,2026-06-03,9,08-11,180,2026-06-03T13:27:00.416000Z,179.584,0.416,0.020500,NO,0.979500,0.981000,0.90-1.00,NO,no,finalized,2026-06-03T13:30:04.760276Z,0.0000,73.0139,73.4642,1,1,0.019000
KXHYPE15M-26JUN030930-30,2026-06-03T13:30:00Z,2026-06-03,2026-06-03T09:30:00-04:00,2026-06-03,9,08-11,240,2026-06-03T13:25:59.848000Z,240.152,0.152,0.075000,NO,0.925000,0.940000,0.90-1.00,NO,no,finalized,2026-06-03T13:30:04.760276Z,0.0000,73.0139,73.4642,1,1,0.060000
KXHYPE15M-26JUN030930-30,2026-06-03T13:30:00Z,2026-06-03,2026-06-03T09:30:00-04:00,2026-06-03,9,08-11,300,2026-06-03T13:25:05.766000Z,294.234,5.766,0.195000,NO,0.805000,0.810000,0.80-0.90,NO,no,finalized,2026-06-03T13:30:04.760276Z,0.0000,73.0139,73.4642,1,1,0.190000
KXHYPE15M-26JUN030930-30,2026-06-03T13:30:00Z,2026-06-03,2026-06-03T09:30:00-04:00,2026-06-03,9,08-11,360,2026-06-03T13:23:56.888000Z,363.112,3.112,0.625000,YES,0.625000,0.630000,0.60-0.70,NO,no,finalized,2026-06-03T13:30:04.760276Z,0.0000,73.0139,73.4642,1,0,-0.630000
KXHYPE15M-26JUN030930-30,2026-06-03T13:30:00Z,2026-06-03,2026-06-03T09:30:00-04:00,2026-06-03,9,08-11,420,2026-06-03T13:22:59.689000Z,420.311,0.311,0.485000,NO,0.515000,0.520000,0.50-0.60,NO,no,finalized,2026-06-03T13:30:04.760276Z,0.0000,73.0139,73.4642,1,1,0.480000
KXHYPE15M-26JUN030930-30,2026-06-03T13:30:00Z,2026-06-03,2026-06-03T09:30:00-04:00,2026-06-03,9,08-11,480,2026-06-03T13:22:00.568000Z,479.432,0.568,0.585000,YES,0.585000,0.590000,0.50-0.60,NO,no,finalized,2026-06-03T13:30:04.760276Z,0.0000,73.0139,73.4642,1,0,-0.590000
KXHYPE15M-26JUN030930-30,2026-06-03T13:30:00Z,2026-06-03,2026-06-03T09:30:00-04:00,2026-06-03,9,08-11,540,2026-06-03T13:20:59.769000Z,540.231,0.231,0.620000,YES,0.620000,0.640000,0.60-0.70,NO,no,finalized,2026-06-03T13:30:04.760276Z,0.0000,73.0139,73.4642,1,0,-0.640000
KXHYPE15M-26JUN030930-30,2026-06-03T13:30:00Z,2026-06-03,2026-06-03T09:30:00-04:00,2026-06-03,9,08-11,600,2026-06-03T13:19:58.575000Z,601.425,1.425,0.840000,YES,0.840000,0.850000,0.80-0.90,NO,no,finalized,2026-06-03T13:30:04.760276Z,0.0000,73.0139,73.4642,1,0,-0.850000
KXHYPE15M-26JUN030930-30,2026-06-03T13:30:00Z,2026-06-03,2026-06-03T09:30:00-04:00,2026-06-03,9,08-11,660,2026-06-03T13:19:00.569000Z,659.431,0.569,0.675000,YES,0.675000,0.680000,0.60-0.70,NO,no,finalized,2026-06-03T13:30:04.760276Z,0.0000,73.0139,73.4642,1,0,-0.680000
KXHYPE15M-26JUN030930-30,2026-06-03T13:30:00Z,2026-06-03,2026-06-03T09:30:00-04:00,2026-06-03,9,08-11,720,2026-06-03T13:17:59.296000Z,720.704,0.704,0.765000,YES,0.765000,0.770000,0.70-0.80,NO,no,finalized,2026-06-03T13:30:04.760276Z,0.0000,73.0139,73.4642,1,0,-0.770000
KXHYPE15M-26JUN030930-30,2026-06-03T13:30:00Z,2026-06-03,2026-06-03T09:30:00-04:00,2026-06-03,9,08-11,780,2026-06-03T13:16:59.861000Z,780.139,0.139,0.620000,YES,0.620000,0.630000,0.60-0.70,NO,no,finalized,2026-06-03T13:30:04.760276Z,0.0000,73.0139,73.4642,1,0,-0.630000
KXHYPE15M-26JUN030930-30,2026-06-03T13:30:00Z,2026-06-03,2026-06-03T09:30:00-04:00,2026-06-03,9,08-11,840,2026-06-03T13:16:00.813000Z,839.187,0.813,0.515000,YES,0.515000,0.530000,0.50-0.60,NO,no,finalized,2026-06-03T13:30:04.760276Z,0.0000,73.0139,73.4642,1,0,-0.530000
KXHYPE15M-26JUN030930-30,2026-06-03T13:30:00Z,2026-06-03,2026-06-03T09:30:00-04:00,2026-06-03,9,08-11,900,2026-06-03T13:15:13.430000Z,886.570,13.430,0.500000,YES,0.500000,0.700000,0.50-0.60,NO,no,finalized,2026-06-03T13:30:04.760276Z,0.0000,73.0139,73.4642,1,0,-0.700000
KXHYPE15M-26JUN030945-45,2026-06-03T13:45:00Z,2026-06-03,2026-06-03T09:45:00-04:00,2026-06-03,9,08-11,60,2026-06-03T13:44:00.967000Z,59.033,0.967,0.036000,NO,0.964000,0.978000,0.90-1.00,NO,no,finalized,2026-06-03T13:45:04.764994Z,0.0000,72.4711,73.0139,1,1,0.022000
KXHYPE15M-26JUN030945-45,2026-06-03T13:45:00Z,2026-06-03,2026-06-03T09:45:00-04:00,2026-06-03,9,08-11,120,2026-06-03T13:43:00.889000Z,119.111,0.889,0.050000,NO,0.950000,0.960000,0.90-1.00,NO,no,finalized,2026-06-03T13:45:04.764994Z,0.0000,72.4711,73.0139,1,1,0.040000
