scope,horizon_seconds,price_range,band_low,band_high,band_width,n,total_available_contracts,coverage,wins,losses,p_success,avg_cost,ev_p_minus_c,gross_pnl,profit_per_available_contract,p_value_break_even,minus_log10_p_value,neighbor_count,neighbor_positive_count,neighbor_positive_share,neighbor_profit_per_available_mean,positive_component_size,positive_component_profit_per_available_mean,stable
0.50-1.00,555,0.55-0.85,0.55,0.85,0.30,112,184,0.608696,78,34,0.696429,0.718482,-0.022054,-2.470000,-0.013424,0.740347212483,0.130565,26,12,0.461538,-0.003236,0,0.000000,0
0.50-1.00,555,0.55-0.90,0.55,0.90,0.35,142,184,0.771739,102,40,0.718310,0.752113,-0.033803,-4.800000,-0.026087,0.855034553608,0.068016,26,12,0.461538,-0.002387,0,0.000000,0
0.50-1.00,555,0.55-0.95,0.55,0.95,0.40,161,184,0.875000,120,41,0.745342,0.772416,-0.027075,-4.359000,-0.023690,0.828562714305,0.081675,26,7,0.269231,-0.005741,0,0.000000,0
0.50-1.00,555,0.55-1.00,0.55,1.00,0.45,169,184,0.918478,128,41,0.757396,0.781675,-0.024278,-4.103000,-0.022299,0.814841477791,0.088927,17,2,0.117647,-0.007718,0,0.000000,0
0.50-1.00,555,0.60-0.65,0.60,0.65,0.05,15,184,0.081522,9,6,0.600000,0.628667,-0.028667,-0.430000,-0.002337,0.695906256614,0.157449,10,2,0.200000,-0.013946,0,0.000000,0
0.50-1.00,555,0.60-0.70,0.60,0.70,0.10,33,184,0.179348,19,14,0.575758,0.659091,-0.083333,-2.750000,-0.014946,0.882965034883,0.054056,18,2,0.111111,-0.016126,0,0.000000,0
0.50-1.00,555,0.60-0.75,0.60,0.75,0.15,50,184,0.271739,32,18,0.640000,0.683400,-0.043400,-2.170000,-0.011793,0.794254184246,0.100040,23,1,0.043478,-0.015397,0,0.000000,0
0.50-1.00,555,0.60-0.80,0.60,0.80,0.20,69,184,0.375000,48,21,0.695652,0.710580,-0.014928,-1.030000,-0.005598,0.664328501309,0.177617,26,7,0.269231,-0.008119,0,0.000000,0
0.50-1.00,555,0.60-0.85,0.60,0.85,0.25,95,184,0.516304,72,23,0.757895,0.742211,0.015684,1.490000,0.008098,0.413769385841,0.383242,26,10,0.384615,-0.002496,847,0.014431,0
0.50-1.00,555,0.60-0.90,0.60,0.90,0.30,125,184,0.679348,96,29,0.768000,0.774720,-0.006720,-0.840000,-0.004565,0.621621117426,0.206474,26,12,0.461538,-0.001647,0,0.000000,0
0.50-1.00,555,0.60-0.95,0.60,0.95,0.35,144,184,0.782609,114,30,0.791667,0.794438,-0.002771,-0.399000,-0.002168,0.58256573263,0.234655,26,8,0.307692,-0.005001,0,0.000000,0
0.50-1.00,555,0.60-1.00,0.60,1.00,0.40,152,184,0.826087,122,30,0.802632,0.803572,-0.000941,-0.143000,-0.000777,0.56113267888,0.250934,17,4,0.235294,-0.007386,0,0.000000,0
0.50-1.00,555,0.65-0.70,0.65,0.70,0.05,18,184,0.097826,10,8,0.555556,0.684444,-0.128889,-2.320000,-0.012609,0.920491628863,0.035980,10,1,0.100000,-0.014315,0,0.000000,0
0.50-1.00,555,0.65-0.75,0.65,0.75,0.10,35,184,0.190217,23,12,0.657143,0.706857,-0.049714,-1.740000,-0.009457,0.799828793621,0.097003,17,4,0.235294,-0.008226,0,0.000000,0
0.50-1.00,555,0.65-0.80,0.65,0.80,0.15,54,184,0.293478,39,15,0.722222,0.733333,-0.011111,-0.600000,-0.003261,0.640807508068,0.193272,23,11,0.478261,0.000139,0,0.000000,0
0.50-1.00,555,0.65-0.85,0.65,0.85,0.20,80,184,0.434783,63,17,0.787500,0.763500,0.024000,1.920000,0.010435,0.360538144563,0.443049,26,15,0.576923,0.005893,847,0.014431,0
0.50-1.00,555,0.65-0.90,0.65,0.90,0.25,110,184,0.597826,87,23,0.790909,0.794636,-0.003727,-0.410000,-0.002228,0.594480079796,0.225863,26,17,0.653846,0.006742,0,0.000000,0
0.50-1.00,555,0.65-0.95,0.65,0.95,0.30,129,184,0.701087,105,24,0.813953,0.813713,0.000240,0.031000,0.000168,0.551803311296,0.258216,26,14,0.538462,0.003387,847,0.014431,0
0.50-1.00,555,0.65-1.00,0.65,1.00,0.35,137,184,0.744565,113,24,0.824818,0.822723,0.002095,0.287000,0.001560,0.528321318922,0.277102,17,9,0.529412,0.001121,847,0.014431,0
0.50-1.00,555,0.70-0.75,0.70,0.75,0.05,17,184,0.092391,13,4,0.764706,0.730588,0.034118,0.580000,0.003152,0.499925817774,0.301094,11,5,0.454545,-0.001428,0,0.000000,0
0.50-1.00,555,0.70-0.80,0.70,0.80,0.10,36,184,0.195652,29,7,0.805556,0.757778,0.047778,1.720000,0.009348,0.326988554359,0.485467,19,12,0.631579,0.006336,847,0.014431,0
0.50-1.00,555,0.70-0.85,0.70,0.85,0.15,62,184,0.336957,53,9,0.854839,0.786452,0.068387,4.240000,0.023043,0.119284116133,0.923417,25,19,0.760000,0.010815,847,0.014431,1
0.50-1.00,555,0.70-0.90,0.70,0.90,0.20,92,184,0.500000,77,15,0.836957,0.816196,0.020761,1.910000,0.010380,0.359699769215,0.444060,26,21,0.807692,0.011487,847,0.014431,1
0.50-1.00,555,0.70-0.95,0.70,0.95,0.25,111,184,0.603261,95,16,0.855856,0.834676,0.021180,2.351000,0.012777,0.323184309861,0.490550,26,20,0.769231,0.008132,847,0.014431,1
0.50-1.00,555,0.70-1.00,0.70,1.00,0.30,119,184,0.646739,103,16,0.865546,0.843639,0.021908,2.607000,0.014168,0.300650672842,0.521938,17,13,0.764706,0.005712,847,0.014431,1
0.50-1.00,555,0.75-0.80,0.75,0.80,0.05,19,184,0.103261,16,3,0.842105,0.782105,0.060000,1.140000,0.006196,0.379804865825,0.420439,14,14,1.000000,0.015943,0,0.000000,0
0.50-1.00,555,0.75-0.85,0.75,0.85,0.10,45,184,0.244565,40,5,0.888889,0.807556,0.081333,3.660000,0.019891,0.111150401692,0.954089,22,22,1.000000,0.015346,847,0.014431,1
0.50-1.00,555,0.75-0.90,0.75,0.90,0.15,75,184,0.407609,64,11,0.853333,0.835600,0.017733,1.330000,0.007228,0.410091230263,0.387120,26,25,0.961538,0.014072,847,0.014431,1
0.50-1.00,555,0.75-0.95,0.75,0.95,0.20,94,184,0.510870,82,12,0.872340,0.853500,0.018840,1.771000,0.009625,0.36497756997,0.437734,26,24,0.923077,0.010718,847,0.014431,1
0.50-1.00,555,0.75-1.00,0.75,1.00,0.25,102,184,0.554348,90,12,0.882353,0.862480,0.019873,2.027000,0.011016,0.338009328572,0.471071,17,15,0.882353,0.008410,847,0.014431,1
0.50-1.00,555,0.80-0.85,0.80,0.85,0.05,26,184,0.141304,24,2,0.923077,0.826154,0.096923,2.520000,0.013696,0.145372621878,0.837517,16,14,0.875000,0.010921,847,0.014431,1
0.50-1.00,555,0.80-0.90,0.80,0.90,0.10,56,184,0.304348,48,8,0.857143,0.853750,0.003393,0.190000,0.001033,0.564129471127,0.248621,23,17,0.739130,0.007316,847,0.014431,1
0.50-1.00,555,0.80-0.95,0.80,0.95,0.15,75,184,0.407609,66,9,0.880000,0.871587,0.008413,0.631000,0.003429,0.498749468087,0.302118,26,16,0.615385,0.003118,847,0.014431,0
0.50-1.00,555,0.80-1.00,0.80,1.00,0.20,83,184,0.451087,74,9,0.891566,0.880880,0.010687,0.887000,0.004821,0.46380688433,0.333663,17,9,0.529412,0.000783,847,0.014431,0
0.50-1.00,555,0.85-0.90,0.85,0.90,0.05,30,184,0.163043,24,6,0.800000,0.877667,-0.077667,-2.330000,-0.012663,0.934164468668,0.029577,16,9,0.562500,0.000553,0,0.000000,0
0.50-1.00,555,0.85-0.95,0.85,0.95,0.10,49,184,0.266304,42,7,0.857143,0.895694,-0.038551,-1.889000,-0.010266,0.867228549694,0.061866,22,9,0.409091,-0.003070,0,0.000000,0
0.50-1.00,555,0.85-1.00,0.85,1.00,0.15,57,184,0.309783,50,7,0.877193,0.905842,-0.028649,-1.633000,-0.008875,0.836995476822,0.077277,16,5,0.312500,-0.005125,0,0.000000,0
0.50-1.00,555,0.90-0.95,0.90,0.95,0.05,19,184,0.103261,18,1,0.947368,0.924158,0.023211,0.441000,0.002397,0.571650394179,0.242869,14,2,0.142857,-0.007949,0,0.000000,0
0.50-1.00,555,0.90-1.00,0.90,1.00,0.10,27,184,0.146739,26,1,0.962963,0.937148,0.025815,0.697000,0.003788,0.486113215587,0.313263,10,0,0.000000,-0.010425,1,0.003788,0
0.50-1.00,555,0.95-1.00,0.95,1.00,0.05,8,184,0.043478,8,0,1.000000,0.968000,0.032000,0.256000,0.001391,0.770766593583,0.113077,5,1,0.200000,-0.008119,0,0.000000,0
0.50-1.00,570,0.50-0.55,0.50,0.55,0.05,14,184,0.076087,8,6,0.571429,0.520714,0.050714,0.710000,0.003859,0.457041404152,0.340044,4,1,0.250000,-0.006413,0,0.000000,0
0.50-1.00,570,0.50-0.60,0.50,0.60,0.10,32,184,0.173913,16,16,0.500000,0.551875,-0.051875,-1.660000,-0.009022,0.779631402004,0.108111,9,1,0.111111,-0.011721,0,0.000000,0
0.50-1.00,570,0.50-0.65,0.50,0.65,0.15,51,184,0.277174,29,22,0.568627,0.580588,-0.011961,-0.610000,-0.003315,0.626539810211,0.203051,15,1,0.066667,-0.018460,0,0.000000,0
0.50-1.00,570,0.50-0.70,0.50,0.70,0.20,66,184,0.358696,36,30,0.545455,0.602576,-0.057121,-3.770000,-0.020489,0.860038979295,0.065482,17,0,0.000000,-0.021707,0,0.000000,0
0.50-1.00,570,0.50-0.75,0.50,0.75,0.25,85,184,0.461957,50,35,0.588235,0.631647,-0.043412,-3.690000,-0.020054,0.830108345289,0.080865,17,1,0.058824,-0.020326,0,0.000000,0
0.50-1.00,570,0.50-0.80,0.50,0.80,0.30,110,184,0.597826,72,38,0.654545,0.665545,-0.011000,-1.210000,-0.006576,0.641027675914,0.193123,17,4,0.235294,-0.010953,0,0.000000,0
0.50-1.00,570,0.50-0.85,0.50,0.85,0.35,134,184,0.728261,94,40,0.701493,0.695299,0.006194,0.830000,0.004511,0.479149448827,0.319529,17,6,0.352941,-0.005797,847,0.014431,0
0.50-1.00,570,0.50-0.90,0.50,0.90,0.40,156,184,0.847826,114,42,0.730769,0.721686,0.009083,1.417000,0.007701,0.43719634766,0.359323,17,6,0.352941,-0.005839,847,0.014431,0
0.50-1.00,570,0.50-0.95,0.50,0.95,0.45,178,184,0.967391,132,46,0.741573,0.746371,-0.004798,-0.854000,-0.004641,0.600792056563,0.221276,17,5,0.294118,-0.008833,0,0.000000,0
0.50-1.00,570,0.50-1.00,0.50,1.00,0.50,184,184,1.000000,138,46,0.750000,0.753614,-0.003614,-0.665000,-0.003614,0.587446171031,0.231032,11,2,0.181818,-0.010453,0,0.000000,0
0.50-1.00,570,0.55-0.60,0.55,0.60,0.05,18,184,0.097826,8,10,0.444444,0.576111,-0.131667,-2.370000,-0.012880,0.913756265004,0.039170,10,1,0.100000,-0.011451,0,0.000000,0
0.50-1.00,570,0.55-0.65,0.55,0.65,0.10,37,184,0.201087,21,16,0.567568,0.603243,-0.035676,-1.320000,-0.007174,0.732111616488,0.135423,18,1,0.055556,-0.018104,0,0.000000,0
0.50-1.00,570,0.55-0.70,0.55,0.70,0.15,52,184,0.282609,28,24,0.538462,0.624615,-0.086154,-4.480000,-0.024348,0.9225539261,0.035008,23,0,0.000000,-0.019801,0,0.000000,0
0.50-1.00,570,0.55-0.75,0.55,0.75,0.20,71,184,0.385870,42,29,0.591549,0.653521,-0.061972,-4.400000,-0.023913,0.890086287549,0.050568,26,3,0.115385,-0.016708,0,0.000000,0
0.50-1.00,570,0.55-0.80,0.55,0.80,0.25,96,184,0.521739,64,32,0.666667,0.686667,-0.020000,-1.920000,-0.010435,0.708499369221,0.149661,26,9,0.346154,-0.007255,0,0.000000,0
0.50-1.00,570,0.55-0.85,0.55,0.85,0.30,120,184,0.652174,86,34,0.716667,0.715667,0.001000,0.120000,0.000652,0.536676998163,0.270287,26,12,0.461538,-0.001985,847,0.014431,0
0.50-1.00,570,0.55-0.90,0.55,0.90,0.35,142,184,0.771739,106,36,0.746479,0.741500,0.004979,0.707000,0.003842,0.489367717343,0.310365,26,11,0.423077,-0.001966,847,0.014431,0
0.50-1.00,570,0.55-0.95,0.55,0.95,0.40,164,184,0.891304,124,40,0.756098,0.765634,-0.009537,-1.564000,-0.008500,0.658019033961,0.181762,26,8,0.307692,-0.005139,0,0.000000,0
0.50-1.00,570,0.55-1.00,0.55,1.00,0.45,170,184,0.923913,130,40,0.764706,0.772794,-0.008088,-1.375000,-0.007473,0.644369401234,0.190865,17,4,0.235294,-0.006492,0,0.000000,0
0.50-1.00,570,0.60-0.65,0.60,0.65,0.05,19,184,0.103261,13,6,0.684211,0.628947,0.055263,1.050000,0.005707,0.404937256136,0.392612,10,1,0.100000,-0.015283,0,0.000000,0
0.50-1.00,570,0.60-0.70,0.60,0.70,0.10,34,184,0.184783,20,14,0.588235,0.650294,-0.062059,-2.110000,-0.011467,0.827049389829,0.082469,17,1,0.058824,-0.016100,0,0.000000,0
0.50-1.00,570,0.60-0.75,0.60,0.75,0.15,53,184,0.288043,34,19,0.641509,0.679811,-0.038302,-2.030000,-0.011033,0.775168779844,0.110604,23,5,0.217391,-0.010985,0,0.000000,0
0.50-1.00,570,0.60-0.80,0.60,0.80,0.20,78,184,0.423913,56,22,0.717949,0.712179,0.005769,0.450000,0.002446,0.511937363569,0.290783,26,12,0.461538,-0.001743,847,0.014431,0
0.50-1.00,570,0.60-0.85,0.60,0.85,0.25,102,184,0.554348,78,24,0.764706,0.740294,0.024412,2.490000,0.013533,0.329316284537,0.482387,26,16,0.615385,0.003527,847,0.014431,0
0.50-1.00,570,0.60-0.90,0.60,0.90,0.30,124,184,0.673913,98,26,0.790323,0.765508,0.024815,3.077000,0.016723,0.292672165008,0.533619,26,16,0.615385,0.003546,847,0.014431,0
0.50-1.00,570,0.60-0.95,0.60,0.95,0.35,146,184,0.793478,116,30,0.794521,0.789000,0.005521,0.806000,0.004380,0.481619155889,0.317296,26,12,0.461538,0.000373,847,0.014431,0
0.50-1.00,570,0.60-1.00,0.60,1.00,0.40,152,184,0.826087,122,30,0.802632,0.796086,0.006546,0.995000,0.005408,0.466047801052,0.331570,17,7,0.411765,-0.001125,847,0.014431,0
0.50-1.00,570,0.65-0.70,0.65,0.70,0.05,15,184,0.081522,7,8,0.466667,0.677333,-0.210667,-3.160000,-0.017174,0.975152420852,0.010927,10,2,0.200000,-0.010152,0,0.000000,0
0.50-1.00,570,0.65-0.75,0.65,0.75,0.10,34,184,0.184783,21,13,0.617647,0.708235,-0.090588,-3.080000,-0.016739,0.909432499552,0.041230,18,8,0.444444,-0.001383,0,0.000000,0
0.50-1.00,570,0.65-0.80,0.65,0.80,0.15,59,184,0.320652,43,16,0.728814,0.738983,-0.010169,-0.600000,-0.003261,0.636141154032,0.196447,24,17,0.708333,0.007602,0,0.000000,0
0.50-1.00,570,0.65-0.85,0.65,0.85,0.20,83,184,0.451087,65,18,0.783133,0.765783,0.017349,1.440000,0.007826,0.411252359406,0.385892,26,20,0.769231,0.012425,847,0.014431,1
0.50-1.00,570,0.65-0.90,0.65,0.90,0.25,105,184,0.570652,85,20,0.809524,0.790219,0.019305,2.027000,0.011016,0.362474847028,0.440722,26,20,0.769231,0.012445,847,0.014431,1
0.50-1.00,570,0.65-0.95,0.65,0.95,0.30,127,184,0.690217,103,24,0.811024,0.812945,-0.001921,-0.244000,-0.001326,0.577095741716,0.238752,26,18,0.692308,0.009271,0,0.000000,0
0.50-1.00,570,0.65-1.00,0.65,1.00,0.35,133,184,0.722826,109,24,0.819549,0.819962,-0.000414,-0.055000,-0.000299,0.559715026052,0.252033,17,12,0.705882,0.008060,0,0.000000,0
0.50-1.00,570,0.70-0.75,0.70,0.75,0.05,19,184,0.103261,14,5,0.736842,0.732632,0.004211,0.080000,0.000435,0.600976481337,0.221143,12,8,0.666667,0.006658,0,0.000000,0
0.50-1.00,570,0.70-0.80,0.70,0.80,0.10,44,184,0.239130,36,8,0.818182,0.760000,0.058182,2.560000,0.013913,0.237783297856,0.623819,20,16,0.800000,0.013571,847,0.014431,1
0.50-1.00,570,0.70-0.85,0.70,0.85,0.15,68,184,0.369565,58,10,0.852941,0.785294,0.067647,4.600000,0.025000,0.10858252055,0.964240,25,22,0.880000,0.016481,847,0.014431,1
0.50-1.00,570,0.70-0.90,0.70,0.90,0.20,90,184,0.489130,78,12,0.866667,0.809033,0.057633,5.187000,0.028190,0.0984938213157,1.006591,26,24,0.923077,0.016105,847,0.014431,1
0.50-1.00,570,0.70-0.95,0.70,0.95,0.25,112,184,0.608696,96,16,0.857143,0.831107,0.026036,2.916000,0.015848,0.273360884825,0.563264,26,23,0.884615,0.012931,847,0.014431,1
0.50-1.00,570,0.70-1.00,0.70,1.00,0.30,118,184,0.641304,102,16,0.864407,0.838093,0.026314,3.105000,0.016875,0.258241263917,0.587974,17,15,0.882353,0.011455,847,0.014431,1
0.50-1.00,570,0.75-0.80,0.75,0.80,0.05,25,184,0.135870,22,3,0.880000,0.780800,0.099200,2.480000,0.013478,0.169769539138,0.770140,13,13,1.000000,0.019979,847,0.014431,1
0.50-1.00,570,0.75-0.85,0.75,0.85,0.10,49,184,0.266304,44,5,0.897959,0.805714,0.092245,4.520000,0.024565,0.0654809846524,1.183885,21,20,0.952381,0.017397,847,0.014431,1
0.50-1.00,570,0.75-0.90,0.75,0.90,0.15,71,184,0.385870,64,7,0.901408,0.829479,0.071930,5.107000,0.027755,0.0650026841566,1.187069,25,23,0.920000,0.014882,847,0.014431,1
0.50-1.00,570,0.75-0.95,0.75,0.95,0.20,93,184,0.505435,82,11,0.881720,0.851226,0.030495,2.836000,0.015413,0.251031036751,0.600273,26,23,0.884615,0.011568,847,0.014431,1
0.50-1.00,570,0.75-1.00,0.75,1.00,0.25,99,184,0.538043,88,11,0.888889,0.858333,0.030556,3.025000,0.016440,0.234610344566,0.629653,17,15,0.882353,0.010074,847,0.014431,1
0.50-1.00,570,0.80-0.85,0.80,0.85,0.05,24,184,0.130435,22,2,0.916667,0.831667,0.085000,2.040000,0.011087,0.205539636755,0.687104,15,12,0.800000,0.010374,847,0.014431,1
0.50-1.00,570,0.80-0.90,0.80,0.90,0.10,46,184,0.250000,42,4,0.913043,0.855935,0.057109,2.627000,0.014277,0.187403330824,0.727223,22,15,0.681818,0.005740,847,0.014431,0
0.50-1.00,570,0.80-0.95,0.80,0.95,0.15,68,184,0.369565,60,8,0.882353,0.877118,0.005235,0.356000,0.001935,0.539567435594,0.267954,26,15,0.576923,0.002116,847,0.014431,0
0.50-1.00,570,0.80-1.00,0.80,1.00,0.20,74,184,0.402174,66,8,0.891892,0.884527,0.007365,0.545000,0.002962,0.511683712841,0.290998,17,9,0.529412,0.000701,847,0.014431,0
0.50-1.00,570,0.85-0.90,0.85,0.90,0.05,22,184,0.119565,20,2,0.909091,0.882409,0.026682,0.587000,0.003190,0.512340862635,0.290441,14,6,0.428571,-0.002258,847,0.014431,0
0.50-1.00,570,0.85-0.95,0.85,0.95,0.10,44,184,0.239130,38,6,0.863636,0.901909,-0.038273,-1.684000,-0.009152,0.865307748828,0.062829,21,8,0.380952,-0.003867,0,0.000000,0
0.50-1.00,570,0.85-1.00,0.85,1.00,0.15,50,184,0.271739,44,6,0.880000,0.909900,-0.029900,-1.495000,-0.008125,0.841013913768,0.075197,15,5,0.333333,-0.004996,0,0.000000,0
0.50-1.00,570,0.90-0.95,0.90,0.95,0.05,22,184,0.119565,18,4,0.818182,0.921409,-0.103227,-2.271000,-0.012342,0.974752017769,0.011106,12,2,0.166667,-0.008170,0,0.000000,0
0.50-1.00,570,0.90-1.00,0.90,1.00,0.10,28,184,0.152174,24,4,0.857143,0.931500,-0.074357,-2.082000,-0.011315,0.961307649287,0.017138,9,1,0.111111,-0.008600,0,0.000000,0
0.50-1.00,570,0.95-1.00,0.95,1.00,0.05,6,184,0.032609,6,0,1.000000,0.968500,0.031500,0.189000,0.001027,0.824931269154,0.083582,4,1,0.250000,-0.005575,0,0.000000,0
0.50-1.00,585,0.50-0.55,0.50,0.55,0.05,18,184,0.097826,5,13,0.277778,0.535556,-0.257778,-4.640000,-0.025217,0.993054765254,0.003027,5,2,0.400000,-0.002174,0,0.000000,0
0.50-1.00,585,0.50-0.60,0.50,0.60,0.10,40,184,0.217391,20,20,0.500000,0.560750,-0.060750,-2.430000,-0.013207,0.825214524052,0.083433,10,2,0.200000,-0.007522,0,0.000000,0
0.50-1.00,585,0.50-0.65,0.50,0.65,0.15,53,184,0.288043,25,28,0.471698,0.579245,-0.107547,-5.700000,-0.030978,0.957460757456,0.018879,15,2,0.133333,-0.012275,0,0.000000,0
0.50-1.00,585,0.50-0.70,0.50,0.70,0.20,70,184,0.380435,35,35,0.500000,0.604143,-0.104143,-7.290000,-0.039620,0.971366483262,0.012617,17,0,0.000000,-0.014917,0,0.000000,0
0.50-1.00,585,0.50-0.75,0.50,0.75,0.25,93,184,0.505435,54,39,0.580645,0.635699,-0.055054,-5.120000,-0.027826,0.889107894945,0.051046,17,3,0.176471,-0.011832,0,0.000000,0
0.50-1.00,585,0.50-0.80,0.50,0.80,0.30,120,184,0.652174,78,42,0.650000,0.669167,-0.019167,-2.300000,-0.012500,0.712446750476,0.147248,17,7,0.411765,-0.003609,0,0.000000,0
0.50-1.00,585,0.50-0.85,0.50,0.85,0.35,138,184,0.750000,95,43,0.688406,0.690072,-0.001667,-0.230000,-0.001250,0.558916014983,0.252653,17,12,0.705882,0.001731,0,0.000000,0
0.50-1.00,585,0.50-0.90,0.50,0.90,0.40,161,184,0.875000,113,48,0.701863,0.717224,-0.015360,-2.473000,-0.013440,0.707422908091,0.150321,17,10,0.588235,0.001768,0,0.000000,0
0.50-1.00,585,0.50-0.95,0.50,0.95,0.45,180,184,0.978261,130,50,0.722222,0.739222,-0.017000,-3.060000,-0.016630,0.738192358214,0.131830,17,7,0.411765,-0.000836,0,0.000000,0
0.50-1.00,585,0.50-1.00,0.50,1.00,0.50,184,184,1.000000,134,50,0.728261,0.744130,-0.015870,-2.920000,-0.015870,0.729762228663,0.136819,11,2,0.181818,-0.002658,0,0.000000,0
0.50-1.00,585,0.55-0.60,0.55,0.60,0.05,22,184,0.119565,15,7,0.681818,0.581364,0.100455,2.210000,0.012011,0.231995315951,0.634521,10,1,0.100000,-0.010044,1,0.012011,0
0.50-1.00,585,0.55-0.65,0.55,0.65,0.10,35,184,0.190217,20,15,0.571429,0.601714,-0.030286,-1.060000,-0.005761,0.707833614033,0.150069,18,2,0.111111,-0.014604,0,0.000000,0
0.50-1.00,585,0.55-0.70,0.55,0.70,0.15,52,184,0.282609,30,22,0.576923,0.627885,-0.050962,-2.650000,-0.014402,0.818548553771,0.086956,23,0,0.000000,-0.015905,0,0.000000,0
0.50-1.00,585,0.55-0.75,0.55,0.75,0.20,75,184,0.407609,49,26,0.653333,0.659733,-0.006400,-0.480000,-0.002609,0.599714566331,0.222055,26,6,0.230769,-0.011908,0,0.000000,0
0.50-1.00,585,0.55-0.80,0.55,0.80,0.25,102,184,0.554348,73,29,0.715686,0.692745,0.022941,2.340000,0.012717,0.348638288083,0.457625,26,11,0.423077,-0.003549,847,0.014431,0
0.50-1.00,585,0.55-0.85,0.55,0.85,0.30,120,184,0.652174,90,30,0.750000,0.713250,0.036750,4.410000,0.023967,0.212131306468,0.673395,26,18,0.692308,0.001904,847,0.014431,0
0.50-1.00,585,0.55-0.90,0.55,0.90,0.35,143,184,0.777174,108,35,0.755245,0.740091,0.015154,2.167000,0.011777,0.376880350063,0.423797,26,14,0.538462,0.001707,847,0.014431,0
0.50-1.00,585,0.55-0.95,0.55,0.95,0.40,162,184,0.880435,125,37,0.771605,0.761852,0.009753,1.580000,0.008587,0.423663293001,0.372979,26,10,0.384615,-0.000909,847,0.014431,0
0.50-1.00,585,0.55-1.00,0.55,1.00,0.45,166,184,0.902174,129,37,0.777108,0.766747,0.010361,1.720000,0.009348,0.413390066599,0.383640,17,3,0.176471,-0.003306,847,0.014431,0
0.50-1.00,585,0.60-0.65,0.60,0.65,0.05,13,184,0.070652,5,8,0.384615,0.636154,-0.251538,-3.270000,-0.017772,0.983431005323,0.007256,10,1,0.100000,-0.012168,0,0.000000,0
0.50-1.00,585,0.60-0.70,0.60,0.70,0.10,30,184,0.163043,15,15,0.500000,0.662000,-0.162000,-4.860000,-0.026413,0.978634984252,0.009379,17,2,0.117647,-0.010499,0,0.000000,0
0.50-1.00,585,0.60-0.75,0.60,0.75,0.15,53,184,0.288043,34,19,0.641509,0.692264,-0.050755,-2.690000,-0.014620,0.830256831641,0.080788,23,9,0.391304,-0.005317,0,0.000000,0
0.50-1.00,585,0.60-0.80,0.60,0.80,0.20,80,184,0.434783,58,22,0.725000,0.723375,0.001625,0.130000,0.000707,0.544282483176,0.264176,26,16,0.615385,0.002688,847,0.014431,0
0.50-1.00,585,0.60-0.85,0.60,0.85,0.25,98,184,0.532609,75,23,0.765306,0.742857,0.022449,2.200000,0.011957,0.351361065139,0.454246,26,22,0.846154,0.008142,847,0.014431,1
0.50-1.00,585,0.60-0.90,0.60,0.90,0.30,121,184,0.657609,93,28,0.768595,0.768950,-0.000355,-0.043000,-0.000234,0.554582100681,0.256034,26,20,0.769231,0.007944,0,0.000000,0
0.50-1.00,585,0.60-0.95,0.60,0.95,0.35,140,184,0.760870,110,30,0.785714,0.790214,-0.004500,-0.630000,-0.003424,0.601803940436,0.220545,26,16,0.615385,0.005328,0,0.000000,0
0.50-1.00,585,0.60-1.00,0.60,1.00,0.40,144,184,0.782609,114,30,0.791667,0.795069,-0.003403,-0.490000,-0.002663,0.590119729827,0.229060,17,8,0.470588,0.003290,0,0.000000,0
0.50-1.00,585,0.65-0.70,0.65,0.70,0.05,17,184,0.092391,10,7,0.588235,0.681765,-0.093529,-1.590000,-0.008641,0.861187269738,0.064902,11,4,0.363636,-0.006591,0,0.000000,0
0.50-1.00,585,0.65-0.75,0.65,0.75,0.10,40,184,0.217391,29,11,0.725000,0.710500,0.014500,0.580000,0.003152,0.498709673569,0.302152,19,11,0.578947,0.000921,847,0.014431,0
0.50-1.00,585,0.65-0.80,0.65,0.80,0.15,67,184,0.364130,53,14,0.791045,0.740299,0.050746,3.400000,0.018478,0.210632245888,0.676475,25,19,0.760000,0.008387,847,0.014431,1
0.50-1.00,585,0.65-0.85,0.65,0.85,0.20,85,184,0.461957,70,15,0.823529,0.759176,0.064353,5.470000,0.029728,0.0991042914889,1.003908,26,23,0.884615,0.013535,847,0.014431,1
0.50-1.00,585,0.65-0.90,0.65,0.90,0.25,108,184,0.586957,88,20,0.814815,0.784935,0.029880,3.227000,0.017538,0.262684741347,0.580565,26,21,0.807692,0.013337,847,0.014431,1
0.50-1.00,585,0.65-0.95,0.65,0.95,0.30,127,184,0.690217,105,22,0.826772,0.805984,0.020787,2.640000,0.014348,0.317744677971,0.497922,26,19,0.730769,0.010721,847,0.014431,1
0.50-1.00,585,0.65-1.00,0.65,1.00,0.35,131,184,0.711957,109,22,0.832061,0.810840,0.021221,2.780000,0.015109,0.30680548407,0.513137,17,11,0.647059,0.008440,847,0.014431,0
0.50-1.00,585,0.70-0.75,0.70,0.75,0.05,23,184,0.125000,19,4,0.826087,0.731739,0.094348,2.170000,0.011793,0.220478642364,0.656633,13,11,0.846154,0.009950,847,0.014431,1
0.50-1.00,585,0.70-0.80,0.70,0.80,0.10,50,184,0.271739,43,7,0.860000,0.760200,0.099800,4.990000,0.027120,0.0622537542326,1.205834,22,20,0.909091,0.013703,847,0.014431,1
