scope,horizon_seconds,price_range,band_low,band_high,band_width,n,total_available_contracts,coverage,wins,losses,p_success,avg_cost,ev_p_minus_c,gross_pnl,profit_per_available_contract,p_value_break_even,minus_log10_p_value,neighbor_count,neighbor_positive_count,neighbor_positive_share,neighbor_profit_per_available_mean,positive_component_size,positive_component_profit_per_available_mean,stable
0.50-1.00,510,0.85-0.90,0.85,0.90,0.05,30,184,0.163043,29,1,0.966667,0.887433,0.079233,2.377000,0.012918,0.133404500036,0.874830,17,14,0.823529,0.008185,847,0.014431,1
0.50-1.00,510,0.85-0.95,0.85,0.95,0.10,52,184,0.282609,50,2,0.961538,0.906635,0.054904,2.855000,0.015516,0.123856835157,0.907080,23,19,0.826087,0.008109,847,0.014431,1
0.50-1.00,510,0.85-1.00,0.85,1.00,0.15,65,184,0.353261,62,3,0.953846,0.919862,0.033985,2.209000,0.012005,0.222622659944,0.652431,17,13,0.764706,0.007689,847,0.014431,1
0.50-1.00,510,0.90-0.95,0.90,0.95,0.05,22,184,0.119565,21,1,0.954545,0.932818,0.021727,0.478000,0.002598,0.559383574052,0.252290,14,10,0.714286,0.005802,847,0.014431,1
0.50-1.00,510,0.90-1.00,0.90,1.00,0.10,35,184,0.190217,33,2,0.942857,0.947657,-0.004800,-0.168000,-0.000913,0.723687643037,0.140449,11,8,0.727273,0.005650,0,0.000000,0
0.50-1.00,510,0.95-1.00,0.95,1.00,0.05,13,184,0.070652,12,1,0.923077,0.972769,-0.049692,-0.646000,-0.003511,0.953220840703,0.020806,6,3,0.500000,0.001338,0,0.000000,0
0.50-1.00,525,0.50-0.55,0.50,0.55,0.05,14,184,0.076087,9,5,0.642857,0.525000,0.117857,1.650000,0.008967,0.270873389525,0.567234,2,2,1.000000,0.008207,0,0.000000,0
0.50-1.00,525,0.50-0.60,0.50,0.60,0.10,29,184,0.157609,18,11,0.620690,0.551034,0.069655,2.020000,0.010978,0.286741765806,0.542509,7,5,0.714286,0.006786,847,0.014431,1
0.50-1.00,525,0.50-0.65,0.50,0.65,0.15,43,184,0.233696,29,14,0.674419,0.578837,0.095581,4.110000,0.022337,0.130732153244,0.883618,13,7,0.538462,0.001375,847,0.014431,0
0.50-1.00,525,0.50-0.70,0.50,0.70,0.20,56,184,0.304348,37,19,0.660714,0.605179,0.055536,3.110000,0.016902,0.237408169789,0.624504,17,7,0.411765,-0.001352,847,0.014431,0
0.50-1.00,525,0.50-0.75,0.50,0.75,0.25,74,184,0.402174,48,26,0.648649,0.635270,0.013378,0.990000,0.005380,0.456455799013,0.340601,17,4,0.235294,-0.005451,847,0.014431,0
0.50-1.00,525,0.50-0.80,0.50,0.80,0.30,97,184,0.527174,65,32,0.670103,0.669794,0.000309,0.030000,0.000163,0.545721942253,0.263029,17,6,0.352941,-0.003251,847,0.014431,0
0.50-1.00,525,0.50-0.85,0.50,0.85,0.35,125,184,0.679348,91,34,0.728000,0.706720,0.021280,2.660000,0.014457,0.335015015073,0.474936,17,10,0.588235,0.000024,847,0.014431,0
0.50-1.00,525,0.50-0.90,0.50,0.90,0.40,152,184,0.826087,115,37,0.756579,0.737237,0.019342,2.940000,0.015978,0.324210345306,0.489173,17,13,0.764706,0.003345,847,0.014431,1
0.50-1.00,525,0.50-0.95,0.50,0.95,0.45,174,184,0.945652,135,39,0.775862,0.761500,0.014362,2.499000,0.013582,0.359180630674,0.444687,17,12,0.705882,0.003648,847,0.014431,1
0.50-1.00,525,0.50-1.00,0.50,1.00,0.50,184,184,1.000000,145,39,0.788043,0.772940,0.015103,2.779000,0.015103,0.340423603376,0.467980,11,6,0.545455,0.001856,847,0.014431,0
0.50-1.00,525,0.55-0.60,0.55,0.60,0.05,15,184,0.081522,9,6,0.600000,0.575333,0.024667,0.370000,0.002011,0.532254447189,0.273881,9,7,0.777778,0.006727,0,0.000000,0
0.50-1.00,525,0.55-0.65,0.55,0.65,0.10,29,184,0.157609,20,9,0.689655,0.604828,0.084828,2.460000,0.013370,0.229877856182,0.638503,17,9,0.529412,0.000396,847,0.014431,0
0.50-1.00,525,0.55-0.70,0.55,0.70,0.15,42,184,0.228261,28,14,0.666667,0.631905,0.034762,1.460000,0.007935,0.383794566707,0.415901,24,10,0.416667,-0.002588,847,0.014431,0
0.50-1.00,525,0.55-0.75,0.55,0.75,0.20,60,184,0.326087,39,21,0.650000,0.661000,-0.011000,-0.660000,-0.003587,0.629903132754,0.200726,26,7,0.269231,-0.006403,0,0.000000,0
0.50-1.00,525,0.55-0.80,0.55,0.80,0.25,83,184,0.451087,56,27,0.674699,0.694217,-0.019518,-1.620000,-0.008804,0.699384442742,0.155284,26,9,0.346154,-0.004346,0,0.000000,0
0.50-1.00,525,0.55-0.85,0.55,0.85,0.30,111,184,0.603261,82,29,0.738739,0.729640,0.009099,1.010000,0.005489,0.461799575521,0.335546,26,13,0.500000,-0.000859,847,0.014431,0
0.50-1.00,525,0.55-0.90,0.55,0.90,0.35,138,184,0.750000,106,32,0.768116,0.758768,0.009348,1.290000,0.007011,0.441925863619,0.354651,26,18,0.692308,0.002427,847,0.014431,0
0.50-1.00,525,0.55-0.95,0.55,0.95,0.40,160,184,0.869565,126,34,0.787500,0.782194,0.005306,0.849000,0.004614,0.478771240025,0.319872,26,18,0.692308,0.002679,847,0.014431,0
0.50-1.00,525,0.55-1.00,0.55,1.00,0.45,170,184,0.923913,136,34,0.800000,0.793359,0.006641,1.129000,0.006136,0.456884899671,0.340193,17,10,0.588235,0.001239,847,0.014431,0
0.50-1.00,525,0.60-0.65,0.60,0.65,0.05,14,184,0.076087,11,3,0.785714,0.636429,0.149286,2.090000,0.011359,0.190470740817,0.720172,11,6,0.545455,-0.000326,0,0.000000,0
0.50-1.00,525,0.60-0.70,0.60,0.70,0.10,27,184,0.146739,19,8,0.703704,0.663333,0.040370,1.090000,0.005924,0.413410336564,0.383619,19,8,0.421053,-0.004534,847,0.014431,0
0.50-1.00,525,0.60-0.75,0.60,0.75,0.15,45,184,0.244565,30,15,0.666667,0.689556,-0.022889,-1.030000,-0.005598,0.694827022251,0.158123,24,6,0.250000,-0.007937,0,0.000000,0
0.50-1.00,525,0.60-0.80,0.60,0.80,0.20,68,184,0.369565,47,21,0.691176,0.720441,-0.029265,-1.990000,-0.010815,0.754355574572,0.122424,26,6,0.230769,-0.006432,0,0.000000,0
0.50-1.00,525,0.60-0.85,0.60,0.85,0.25,96,184,0.521739,73,23,0.760417,0.753750,0.006667,0.640000,0.003478,0.494323704185,0.305989,26,8,0.307692,-0.002945,847,0.014431,0
0.50-1.00,525,0.60-0.90,0.60,0.90,0.30,123,184,0.668478,97,26,0.788618,0.781138,0.007480,0.920000,0.005000,0.470464065622,0.327474,26,13,0.500000,0.000341,847,0.014431,0
0.50-1.00,525,0.60-0.95,0.60,0.95,0.35,145,184,0.788043,117,28,0.806897,0.803593,0.003303,0.479000,0.002603,0.509579448122,0.292788,26,15,0.576923,0.000593,847,0.014431,0
0.50-1.00,525,0.60-1.00,0.60,1.00,0.40,155,184,0.842391,127,28,0.819355,0.814458,0.004897,0.759000,0.004125,0.485739219104,0.313597,17,9,0.529412,-0.000849,847,0.014431,0
0.50-1.00,525,0.65-0.70,0.65,0.70,0.05,13,184,0.070652,8,5,0.615385,0.692308,-0.076923,-1.000000,-0.005435,0.818437690234,0.087014,11,5,0.454545,-0.007638,0,0.000000,0
0.50-1.00,525,0.65-0.75,0.65,0.75,0.10,31,184,0.168478,19,12,0.612903,0.713548,-0.100645,-3.120000,-0.016957,0.921778762977,0.035373,18,5,0.277778,-0.008487,0,0.000000,0
0.50-1.00,525,0.65-0.80,0.65,0.80,0.15,54,184,0.293478,36,18,0.666667,0.742222,-0.075556,-4.080000,-0.022174,0.92067752013,0.035892,23,5,0.217391,-0.005631,0,0.000000,0
0.50-1.00,525,0.65-0.85,0.65,0.85,0.20,82,184,0.445652,62,20,0.756098,0.773780,-0.017683,-1.450000,-0.007880,0.70402249213,0.152413,26,8,0.307692,-0.001718,0,0.000000,0
0.50-1.00,525,0.65-0.90,0.65,0.90,0.25,109,184,0.592391,86,23,0.788991,0.799725,-0.010734,-1.170000,-0.006359,0.664272869787,0.177653,26,12,0.461538,0.001568,0,0.000000,0
0.50-1.00,525,0.65-0.95,0.65,0.95,0.30,131,184,0.711957,106,25,0.809160,0.821458,-0.012298,-1.611000,-0.008755,0.694587723061,0.158273,26,15,0.576923,0.001820,0,0.000000,0
0.50-1.00,525,0.65-1.00,0.65,1.00,0.35,141,184,0.766304,116,25,0.822695,0.832135,-0.009440,-1.331000,-0.007234,0.670766979319,0.173428,17,10,0.588235,0.000625,0,0.000000,0
0.50-1.00,525,0.70-0.75,0.70,0.75,0.05,18,184,0.097826,11,7,0.611111,0.728889,-0.117778,-2.120000,-0.011522,0.913688704959,0.039202,12,4,0.333333,-0.006871,0,0.000000,0
0.50-1.00,525,0.70-0.80,0.70,0.80,0.10,41,184,0.222826,28,13,0.682927,0.758049,-0.075122,-3.080000,-0.016739,0.901757138725,0.044910,19,6,0.315789,-0.002203,0,0.000000,0
0.50-1.00,525,0.70-0.85,0.70,0.85,0.15,69,184,0.375000,54,15,0.782609,0.789130,-0.006522,-0.450000,-0.002446,0.620793407651,0.207053,25,11,0.440000,0.001720,0,0.000000,0
0.50-1.00,525,0.70-0.90,0.70,0.90,0.20,96,184,0.521739,78,18,0.812500,0.814271,-0.001771,-0.170000,-0.000924,0.580597849661,0.236125,26,15,0.576923,0.004589,0,0.000000,0
0.50-1.00,525,0.70-0.95,0.70,0.95,0.25,118,184,0.641304,98,20,0.830508,0.835686,-0.005178,-0.611000,-0.003321,0.619758336637,0.207778,26,18,0.692308,0.004840,0,0.000000,0
0.50-1.00,525,0.70-1.00,0.70,1.00,0.30,128,184,0.695652,108,20,0.843750,0.846336,-0.002586,-0.331000,-0.001799,0.592238396058,0.227503,17,12,0.705882,0.003598,0,0.000000,0
0.50-1.00,525,0.75-0.80,0.75,0.80,0.05,23,184,0.125000,17,6,0.739130,0.780870,-0.041739,-0.960000,-0.005217,0.775789518236,0.110256,13,8,0.615385,0.004908,0,0.000000,0
0.50-1.00,525,0.75-0.85,0.75,0.85,0.10,51,184,0.277174,43,8,0.843137,0.810392,0.032745,1.670000,0.009076,0.349195846242,0.456931,22,15,0.681818,0.006967,847,0.014431,0
0.50-1.00,525,0.75-0.90,0.75,0.90,0.15,78,184,0.423913,67,11,0.858974,0.833974,0.025000,1.950000,0.010598,0.338621075544,0.470286,26,20,0.769231,0.008830,847,0.014431,1
0.50-1.00,525,0.75-0.95,0.75,0.95,0.20,100,184,0.543478,87,13,0.870000,0.854910,0.015090,1.509000,0.008201,0.397622970684,0.400529,26,21,0.807692,0.009082,847,0.014431,1
0.50-1.00,525,0.75-1.00,0.75,1.00,0.25,110,184,0.597826,97,13,0.881818,0.865555,0.016264,1.789000,0.009723,0.367849736721,0.434330,17,13,0.764706,0.007697,847,0.014431,1
0.50-1.00,525,0.80-0.85,0.80,0.85,0.05,28,184,0.152174,26,2,0.928571,0.834643,0.093929,2.630000,0.014293,0.135340893217,0.868571,16,13,0.812500,0.007894,847,0.014431,1
0.50-1.00,525,0.80-0.90,0.80,0.90,0.10,55,184,0.298913,50,5,0.909091,0.856182,0.052909,2.910000,0.015815,0.177796308543,0.750077,23,18,0.782609,0.007657,847,0.014431,1
0.50-1.00,525,0.80-0.95,0.80,0.95,0.15,77,184,0.418478,70,7,0.909091,0.877026,0.032065,2.469000,0.013418,0.25298135028,0.596911,26,20,0.769231,0.007025,847,0.014431,1
0.50-1.00,525,0.80-1.00,0.80,1.00,0.20,87,184,0.472826,80,7,0.919540,0.887943,0.031598,2.749000,0.014940,0.224694118281,0.648408,17,12,0.705882,0.005497,847,0.014431,1
0.50-1.00,525,0.85-0.90,0.85,0.90,0.05,27,184,0.146739,24,3,0.888889,0.878519,0.010370,0.280000,0.001522,0.580876636556,0.235916,17,11,0.647059,0.005796,847,0.014431,0
0.50-1.00,525,0.85-0.95,0.85,0.95,0.10,49,184,0.266304,44,5,0.897959,0.901245,-0.003286,-0.161000,-0.000875,0.646065336859,0.189724,23,13,0.565217,0.003999,0,0.000000,0
0.50-1.00,525,0.85-1.00,0.85,1.00,0.15,59,184,0.320652,54,5,0.915254,0.913237,0.002017,0.119000,0.000647,0.5941594863,0.226097,17,7,0.411765,0.002222,847,0.014431,0
0.50-1.00,525,0.90-0.95,0.90,0.95,0.05,22,184,0.119565,20,2,0.909091,0.929136,-0.020045,-0.441000,-0.002397,0.798446586083,0.097754,14,6,0.428571,-0.000214,0,0.000000,0
0.50-1.00,525,0.90-1.00,0.90,1.00,0.10,32,184,0.173913,30,2,0.937500,0.942531,-0.005031,-0.161000,-0.000875,0.721851712127,0.141552,11,4,0.363636,-0.001599,0,0.000000,0
0.50-1.00,525,0.95-1.00,0.95,1.00,0.05,10,184,0.054348,10,0,1.000000,0.972000,0.028000,0.280000,0.001522,0.752069615241,0.123742,6,1,0.166667,-0.003719,0,0.000000,0
0.50-1.00,540,0.50-0.55,0.50,0.55,0.05,13,184,0.070652,6,7,0.461538,0.526923,-0.065385,-0.850000,-0.004620,0.773362984342,0.111617,3,2,0.666667,0.000326,0,0.000000,0
0.50-1.00,540,0.50-0.60,0.50,0.60,0.10,27,184,0.146739,16,11,0.592593,0.555556,0.037037,1.000000,0.005435,0.426041853268,0.370548,8,5,0.625000,0.001155,847,0.014431,0
0.50-1.00,540,0.50-0.65,0.50,0.65,0.15,47,184,0.255435,29,18,0.617021,0.587660,0.029362,1.380000,0.007500,0.399989282962,0.397952,14,7,0.500000,-0.004627,847,0.014431,0
0.50-1.00,540,0.50-0.70,0.50,0.70,0.20,61,184,0.331522,34,27,0.557377,0.609508,-0.052131,-3.180000,-0.017283,0.834733687958,0.078452,17,7,0.411765,-0.007602,0,0.000000,0
0.50-1.00,540,0.50-0.75,0.50,0.75,0.25,76,184,0.413043,45,31,0.592105,0.633421,-0.041316,-3.140000,-0.017065,0.810101809426,0.091460,17,4,0.235294,-0.012353,0,0.000000,0
0.50-1.00,540,0.50-0.80,0.50,0.80,0.30,98,184,0.532609,64,34,0.653061,0.666837,-0.013776,-1.350000,-0.007337,0.660135539325,0.180367,17,6,0.352941,-0.008162,0,0.000000,0
0.50-1.00,540,0.50-0.85,0.50,0.85,0.35,127,184,0.690217,90,37,0.708661,0.704882,0.003780,0.480000,0.002609,0.506492179499,0.295427,17,8,0.470588,-0.004495,847,0.014431,0
0.50-1.00,540,0.50-0.90,0.50,0.90,0.40,150,184,0.815217,110,40,0.733333,0.731800,0.001533,0.230000,0.001250,0.52563296123,0.279317,17,9,0.529412,-0.002695,847,0.014431,0
0.50-1.00,540,0.50-0.95,0.50,0.95,0.45,177,184,0.961957,133,44,0.751412,0.761356,-0.009944,-1.760000,-0.009565,0.665802833801,0.176654,17,8,0.470588,-0.004353,0,0.000000,0
0.50-1.00,540,0.50-1.00,0.50,1.00,0.50,184,184,1.000000,140,44,0.760870,0.769533,-0.008663,-1.594000,-0.008663,0.654319613495,0.184210,11,4,0.363636,-0.005357,0,0.000000,0
0.50-1.00,540,0.55-0.60,0.55,0.60,0.05,14,184,0.076087,10,4,0.714286,0.582143,0.132143,1.850000,0.010054,0.235116391548,0.628717,10,7,0.700000,0.001674,0,0.000000,0
0.50-1.00,540,0.55-0.65,0.55,0.65,0.10,34,184,0.184783,23,11,0.676471,0.610882,0.065588,2.230000,0.012120,0.274170769188,0.561979,18,9,0.500000,-0.005504,847,0.014431,0
0.50-1.00,540,0.55-0.70,0.55,0.70,0.15,48,184,0.260870,28,20,0.583333,0.631875,-0.048542,-2.330000,-0.012663,0.803293319804,0.095126,24,9,0.375000,-0.008476,0,0.000000,0
0.50-1.00,540,0.55-0.75,0.55,0.75,0.20,63,184,0.342391,39,24,0.619048,0.655397,-0.036349,-2.290000,-0.012446,0.773532421506,0.111521,26,5,0.192308,-0.012132,0,0.000000,0
0.50-1.00,540,0.55-0.80,0.55,0.80,0.25,85,184,0.461957,58,27,0.682353,0.688235,-0.005882,-0.500000,-0.002717,0.598846873547,0.222684,26,8,0.307692,-0.007834,0,0.000000,0
0.50-1.00,540,0.55-0.85,0.55,0.85,0.30,114,184,0.619565,84,30,0.736842,0.725175,0.011667,1.330000,0.007228,0.435148008438,0.361363,26,11,0.423077,-0.004047,847,0.014431,0
0.50-1.00,540,0.55-0.90,0.55,0.90,0.35,137,184,0.744565,104,33,0.759124,0.751241,0.007883,1.080000,0.005870,0.459075514881,0.338116,26,13,0.500000,-0.002308,847,0.014431,0
0.50-1.00,540,0.55-0.95,0.55,0.95,0.40,164,184,0.891304,127,37,0.774390,0.779939,-0.005549,-0.910000,-0.004946,0.61427099179,0.211640,26,11,0.423077,-0.004142,0,0.000000,0
0.50-1.00,540,0.55-1.00,0.55,1.00,0.45,171,184,0.929348,134,37,0.783626,0.787977,-0.004351,-0.744000,-0.004043,0.601614333624,0.220682,17,6,0.352941,-0.005227,0,0.000000,0
0.50-1.00,540,0.60-0.65,0.60,0.65,0.05,20,184,0.108696,13,7,0.650000,0.631000,0.019000,0.380000,0.002065,0.530281560063,0.275493,9,4,0.444444,-0.007923,847,0.014431,0
0.50-1.00,540,0.60-0.70,0.60,0.70,0.10,34,184,0.184783,18,16,0.529412,0.652353,-0.122941,-4.180000,-0.022717,0.951970921919,0.021376,18,5,0.277778,-0.010374,0,0.000000,0
0.50-1.00,540,0.60-0.75,0.60,0.75,0.15,49,184,0.266304,29,20,0.591837,0.676327,-0.084490,-4.140000,-0.022500,0.920552423343,0.035951,23,2,0.086957,-0.012989,0,0.000000,0
0.50-1.00,540,0.60-0.80,0.60,0.80,0.20,71,184,0.385870,48,23,0.676056,0.709155,-0.033099,-2.350000,-0.012772,0.776173557294,0.110041,26,5,0.192308,-0.008840,0,0.000000,0
0.50-1.00,540,0.60-0.85,0.60,0.85,0.25,100,184,0.543478,74,26,0.740000,0.745200,-0.005200,-0.520000,-0.002826,0.600477403079,0.221503,26,8,0.307692,-0.005052,0,0.000000,0
0.50-1.00,540,0.60-0.90,0.60,0.90,0.30,123,184,0.668478,94,29,0.764228,0.770488,-0.006260,-0.770000,-0.004185,0.615985065311,0.210430,26,11,0.423077,-0.003313,0,0.000000,0
0.50-1.00,540,0.60-0.95,0.60,0.95,0.35,150,184,0.815217,117,33,0.780000,0.798400,-0.018400,-2.760000,-0.015000,0.756324617059,0.121292,26,9,0.346154,-0.005147,0,0.000000,0
0.50-1.00,540,0.60-1.00,0.60,1.00,0.40,157,184,0.853261,124,33,0.789809,0.806331,-0.016522,-2.594000,-0.014098,0.744813002375,0.127953,17,6,0.352941,-0.006055,0,0.000000,0
0.50-1.00,540,0.65-0.70,0.65,0.70,0.05,14,184,0.076087,5,9,0.357143,0.682857,-0.325714,-4.560000,-0.024783,0.997342453323,0.001156,10,2,0.200000,-0.012054,0,0.000000,0
0.50-1.00,540,0.65-0.75,0.65,0.75,0.10,29,184,0.157609,16,13,0.551724,0.707586,-0.155862,-4.520000,-0.024565,0.97668737085,0.010244,17,3,0.176471,-0.009703,0,0.000000,0
0.50-1.00,540,0.65-0.80,0.65,0.80,0.15,51,184,0.277174,35,16,0.686275,0.739804,-0.053529,-2.730000,-0.014837,0.849765187206,0.070701,23,7,0.304348,-0.004175,0,0.000000,0
0.50-1.00,540,0.65-0.85,0.65,0.85,0.20,80,184,0.434783,61,19,0.762500,0.773750,-0.011250,-0.900000,-0.004891,0.654594481295,0.184028,26,10,0.384615,-0.000219,0,0.000000,0
0.50-1.00,540,0.65-0.90,0.65,0.90,0.25,103,184,0.559783,81,22,0.786408,0.797573,-0.011165,-1.150000,-0.006250,0.666270787629,0.176349,26,12,0.461538,0.001520,0,0.000000,0
0.50-1.00,540,0.65-0.95,0.65,0.95,0.30,130,184,0.706522,104,26,0.800000,0.824154,-0.024154,-3.140000,-0.017065,0.80627289582,0.093518,26,11,0.423077,-0.000314,0,0.000000,0
0.50-1.00,540,0.65-1.00,0.65,1.00,0.35,137,184,0.744565,111,26,0.810219,0.831927,-0.021708,-2.974000,-0.016163,0.794757557423,0.099765,17,8,0.470588,-0.001087,0,0.000000,0
0.50-1.00,540,0.70-0.75,0.70,0.75,0.05,15,184,0.081522,11,4,0.733333,0.730667,0.002667,0.040000,0.000217,0.621316179211,0.206687,11,3,0.272727,-0.007653,0,0.000000,0
0.50-1.00,540,0.70-0.80,0.70,0.80,0.10,37,184,0.201087,30,7,0.810811,0.761351,0.049459,1.830000,0.009946,0.312819466085,0.504706,19,8,0.421053,-0.000386,847,0.014431,0
0.50-1.00,540,0.70-0.85,0.70,0.85,0.15,66,184,0.358696,56,10,0.848485,0.793030,0.055455,3.660000,0.019891,0.167400518553,0.776243,25,13,0.520000,0.003320,847,0.014431,0
0.50-1.00,540,0.70-0.90,0.70,0.90,0.20,89,184,0.483696,76,13,0.853933,0.815618,0.038315,3.410000,0.018533,0.213842798341,0.669905,26,16,0.615385,0.005169,847,0.014431,0
0.50-1.00,540,0.70-0.95,0.70,0.95,0.25,116,184,0.630435,99,17,0.853448,0.841207,0.012241,1.420000,0.007717,0.416323382889,0.380569,26,16,0.615385,0.003335,847,0.014431,0
0.50-1.00,540,0.70-1.00,0.70,1.00,0.30,123,184,0.668478,106,17,0.861789,0.848894,0.012894,1.586000,0.008620,0.400034304591,0.397903,17,11,0.647059,0.002148,847,0.014431,0
0.50-1.00,540,0.75-0.80,0.75,0.80,0.05,22,184,0.119565,19,3,0.863636,0.782273,0.081364,1.790000,0.009728,0.262232356708,0.581314,13,10,0.769231,0.009569,847,0.014431,1
0.50-1.00,540,0.75-0.85,0.75,0.85,0.10,51,184,0.277174,45,6,0.882353,0.811373,0.070980,3.620000,0.019674,0.128575546606,0.890842,22,18,0.818182,0.009274,847,0.014431,1
0.50-1.00,540,0.75-0.90,0.75,0.90,0.15,74,184,0.402174,65,9,0.878378,0.832838,0.045541,3.370000,0.018315,0.185756676702,0.731056,26,22,0.846154,0.009824,847,0.014431,1
0.50-1.00,540,0.75-0.95,0.75,0.95,0.20,101,184,0.548913,88,13,0.871287,0.857624,0.013663,1.380000,0.007500,0.412013310058,0.385089,26,21,0.807692,0.007990,847,0.014431,1
0.50-1.00,540,0.75-1.00,0.75,1.00,0.25,108,184,0.586957,95,13,0.879630,0.865315,0.014315,1.546000,0.008402,0.393943427626,0.404566,17,13,0.764706,0.006899,847,0.014431,1
0.50-1.00,540,0.80-0.85,0.80,0.85,0.05,29,184,0.157609,26,3,0.896552,0.833448,0.063103,1.830000,0.009946,0.264579476687,0.577444,16,13,0.812500,0.008139,847,0.014431,1
0.50-1.00,540,0.80-0.90,0.80,0.90,0.10,52,184,0.282609,46,6,0.884615,0.854231,0.030385,1.580000,0.008587,0.349778374994,0.456207,23,17,0.739130,0.006248,847,0.014431,1
0.50-1.00,540,0.80-0.95,0.80,0.95,0.15,79,184,0.429348,69,10,0.873418,0.878608,-0.005190,-0.410000,-0.002228,0.638332608543,0.194953,26,18,0.692308,0.003693,0,0.000000,0
0.50-1.00,540,0.80-1.00,0.80,1.00,0.20,86,184,0.467391,76,10,0.883721,0.886558,-0.002837,-0.244000,-0.001326,0.616105254728,0.210345,17,11,0.647059,0.002708,0,0.000000,0
0.50-1.00,540,0.85-0.90,0.85,0.90,0.05,23,184,0.125000,20,3,0.869565,0.880435,-0.010870,-0.250000,-0.001359,0.707068740897,0.150538,16,9,0.562500,0.001895,0,0.000000,0
0.50-1.00,540,0.85-0.95,0.85,0.95,0.10,50,184,0.271739,43,7,0.860000,0.904800,-0.044800,-2.240000,-0.012174,0.902026472036,0.044781,22,10,0.454545,-0.000221,0,0.000000,0
0.50-1.00,540,0.85-1.00,0.85,1.00,0.15,57,184,0.309783,50,7,0.877193,0.913579,-0.036386,-2.074000,-0.011272,0.885533079171,0.052795,16,6,0.375000,-0.001169,0,0.000000,0
0.50-1.00,540,0.90-0.95,0.90,0.95,0.05,27,184,0.146739,23,4,0.851852,0.925556,-0.073704,-1.990000,-0.010815,0.953770987504,0.020556,13,3,0.230769,-0.004978,0,0.000000,0
0.50-1.00,540,0.90-1.00,0.90,1.00,0.10,34,184,0.184783,30,4,0.882353,0.936000,-0.053647,-1.824000,-0.009913,0.937563219663,0.027999,10,2,0.200000,-0.005311,0,0.000000,0
0.50-1.00,540,0.95-1.00,0.95,1.00,0.05,7,184,0.038043,7,0,1.000000,0.976286,0.023714,0.166000,0.000902,0.845000172725,0.073143,5,1,0.200000,-0.004042,0,0.000000,0
0.50-1.00,555,0.50-0.55,0.50,0.55,0.05,15,184,0.081522,9,6,0.600000,0.525333,0.074667,1.120000,0.006087,0.376440821958,0.424303,3,1,0.333333,-0.006341,0,0.000000,0
0.50-1.00,555,0.50-0.60,0.50,0.60,0.10,32,184,0.173913,15,17,0.468750,0.557500,-0.088750,-2.840000,-0.015435,0.882947152022,0.054065,8,3,0.375000,-0.004511,0,0.000000,0
0.50-1.00,555,0.50-0.65,0.50,0.65,0.15,47,184,0.255435,24,23,0.510638,0.580213,-0.069574,-3.270000,-0.017772,0.868060268247,0.061450,14,3,0.214286,-0.012527,0,0.000000,0
0.50-1.00,555,0.50-0.70,0.50,0.70,0.20,65,184,0.353261,34,31,0.523077,0.609077,-0.086000,-5.590000,-0.030380,0.939451757472,0.027126,17,2,0.117647,-0.016339,0,0.000000,0
0.50-1.00,555,0.50-0.75,0.50,0.75,0.25,82,184,0.445652,47,35,0.573171,0.634268,-0.061098,-5.010000,-0.027228,0.898497640071,0.046483,17,0,0.000000,-0.019038,0,0.000000,0
0.50-1.00,555,0.50-0.80,0.50,0.80,0.30,101,184,0.548913,63,38,0.623762,0.662079,-0.038317,-3.870000,-0.021033,0.825635610253,0.083212,17,4,0.235294,-0.011410,0,0.000000,0
0.50-1.00,555,0.50-0.85,0.50,0.85,0.35,127,184,0.690217,87,40,0.685039,0.695669,-0.010630,-1.350000,-0.007337,0.646522338468,0.189416,17,8,0.470588,-0.005945,0,0.000000,0
0.50-1.00,555,0.50-0.90,0.50,0.90,0.40,157,184,0.853261,111,46,0.707006,0.730446,-0.023439,-3.680000,-0.020000,0.783571525347,0.105921,17,8,0.470588,-0.004831,0,0.000000,0
0.50-1.00,555,0.50-0.95,0.50,0.95,0.45,176,184,0.956522,129,47,0.732955,0.751358,-0.018403,-3.239000,-0.017603,0.754402878278,0.122397,17,4,0.235294,-0.008298,0,0.000000,0
0.50-1.00,555,0.50-1.00,0.50,1.00,0.50,184,184,1.000000,137,47,0.744565,0.760777,-0.016212,-2.983000,-0.016212,0.738909751017,0.131409,11,0,0.000000,-0.010458,0,0.000000,0
0.50-1.00,555,0.55-0.60,0.55,0.60,0.05,17,184,0.092391,6,11,0.352941,0.585882,-0.232941,-3.960000,-0.021522,0.985522078272,0.006334,10,4,0.400000,-0.004946,0,0.000000,0
0.50-1.00,555,0.55-0.65,0.55,0.65,0.10,32,184,0.173913,15,17,0.468750,0.605938,-0.137188,-4.390000,-0.023859,0.960340118759,0.017575,18,4,0.222222,-0.012020,0,0.000000,0
0.50-1.00,555,0.55-0.70,0.55,0.70,0.15,50,184,0.271739,25,25,0.500000,0.634200,-0.134200,-6.710000,-0.036467,0.981873688693,0.007944,24,3,0.125000,-0.015170,0,0.000000,0
0.50-1.00,555,0.55-0.75,0.55,0.75,0.20,67,184,0.364130,38,29,0.567164,0.658657,-0.091493,-6.130000,-0.033315,0.955433193088,0.019800,26,1,0.038462,-0.016459,0,0.000000,0
0.50-1.00,555,0.55-0.80,0.55,0.80,0.25,86,184,0.467391,54,32,0.627907,0.685930,-0.058023,-4.990000,-0.027120,0.900333168821,0.045597,26,7,0.269231,-0.008859,0,0.000000,0
