scope,horizon_seconds,price_range,band_low,band_high,band_width,n,total_available_contracts,coverage,wins,losses,p_success,avg_cost,ev_p_minus_c,gross_pnl,profit_per_available_contract,p_value_break_even,minus_log10_p_value,neighbor_count,neighbor_positive_count,neighbor_positive_share,neighbor_profit_per_available_mean,positive_component_size,positive_component_profit_per_available_mean,stable
0.50-0.80,495,0.60-0.80,0.60,0.80,0.20,84,184,0.456522,59,25,0.702381,0.710119,-0.007738,-0.650000,-0.003533,0.615567280649,0.210724,17,6,0.352941,-0.003095,0,0.000000,0
0.50-0.80,495,0.65-0.70,0.65,0.70,0.05,22,184,0.119565,16,6,0.727273,0.684091,0.043182,0.950000,0.005163,0.429393776926,0.367144,10,7,0.700000,0.002022,59,0.007916,1
0.50-0.80,495,0.65-0.75,0.65,0.75,0.10,39,184,0.211957,26,13,0.666667,0.703333,-0.036667,-1.430000,-0.007772,0.754897564846,0.122112,19,9,0.473684,-0.000641,0,0.000000,0
0.50-0.80,495,0.65-0.80,0.65,0.80,0.15,65,184,0.353261,47,18,0.723077,0.734000,-0.010923,-0.710000,-0.003859,0.640604398064,0.193410,14,5,0.357143,-0.002815,0,0.000000,0
0.50-0.80,495,0.70-0.75,0.70,0.75,0.05,17,184,0.092391,10,7,0.588235,0.728235,-0.140000,-2.380000,-0.012935,0.936907092778,0.028303,13,5,0.384615,-0.002208,0,0.000000,0
0.50-0.80,495,0.70-0.80,0.70,0.80,0.10,43,184,0.233696,31,12,0.720930,0.759535,-0.038605,-1.660000,-0.009022,0.783754890431,0.105820,10,3,0.300000,-0.002489,0,0.000000,0
0.50-0.80,495,0.75-0.80,0.75,0.80,0.05,26,184,0.141304,21,5,0.807692,0.780000,0.027692,0.720000,0.003913,0.476522626093,0.321916,4,0,0.000000,-0.008112,1,0.003913,0
0.50-0.80,510,0.50-0.55,0.50,0.55,0.05,7,184,0.038043,2,5,0.285714,0.520000,-0.234286,-1.640000,-0.008913,0.949655229637,0.022434,1,1,1.000000,0.010978,0,0.000000,0
0.50-0.80,510,0.50-0.60,0.50,0.60,0.10,18,184,0.097826,9,9,0.500000,0.557778,-0.057778,-1.040000,-0.005652,0.768851833246,0.114157,7,3,0.428571,0.002764,0,0.000000,0
0.50-0.80,510,0.50-0.65,0.50,0.65,0.15,37,184,0.201087,20,17,0.540541,0.595676,-0.055135,-2.040000,-0.011087,0.804263951589,0.094601,12,5,0.416667,0.003197,0,0.000000,0
0.50-0.80,510,0.50-0.70,0.50,0.70,0.20,59,184,0.320652,35,24,0.593220,0.627627,-0.034407,-2.030000,-0.011033,0.755355904088,0.121848,17,6,0.352941,-0.000157,0,0.000000,0
0.50-0.80,510,0.50-0.75,0.50,0.75,0.25,78,184,0.423913,50,28,0.641026,0.654103,-0.013077,-1.020000,-0.005543,0.64637406749,0.189516,17,5,0.294118,-0.003964,0,0.000000,0
0.50-0.80,510,0.50-0.80,0.50,0.80,0.30,93,184,0.505435,60,33,0.645161,0.674194,-0.029032,-2.700000,-0.014674,0.765342368165,0.116144,11,3,0.272727,-0.006018,0,0.000000,0
0.50-0.80,510,0.55-0.60,0.55,0.60,0.05,11,184,0.059783,7,4,0.636364,0.581818,0.054545,0.600000,0.003261,0.482714702244,0.316309,7,3,0.428571,0.002764,0,0.000000,0
0.50-0.80,510,0.55-0.65,0.55,0.65,0.10,30,184,0.163043,18,12,0.600000,0.613333,-0.013333,-0.400000,-0.002174,0.63674553116,0.196034,15,7,0.466667,0.002366,0,0.000000,0
0.50-0.80,510,0.55-0.70,0.55,0.70,0.15,52,184,0.282609,33,19,0.634615,0.642115,-0.007500,-0.390000,-0.002120,0.606715932419,0.217015,23,9,0.391304,-0.000803,0,0.000000,0
0.50-0.80,510,0.55-0.75,0.55,0.75,0.20,71,184,0.385870,48,23,0.676056,0.667324,0.008732,0.620000,0.003370,0.493399947175,0.306801,26,7,0.269231,-0.004099,59,0.007916,0
0.50-0.80,510,0.55-0.80,0.55,0.80,0.25,86,184,0.467391,58,28,0.674419,0.686744,-0.012326,-1.060000,-0.005761,0.647385162344,0.188837,17,4,0.235294,-0.006554,0,0.000000,0
0.50-0.80,510,0.60-0.65,0.60,0.65,0.05,19,184,0.103261,11,8,0.578947,0.631579,-0.052632,-1.000000,-0.005435,0.76510662488,0.116278,11,6,0.545455,0.002080,0,0.000000,0
0.50-0.80,510,0.60-0.70,0.60,0.70,0.10,41,184,0.222826,26,15,0.634146,0.658293,-0.024146,-0.990000,-0.005380,0.692893558899,0.159333,19,9,0.473684,-0.000901,0,0.000000,0
0.50-0.80,510,0.60-0.75,0.60,0.75,0.15,60,184,0.326087,41,19,0.683333,0.683000,0.000333,0.020000,0.000109,0.559658246988,0.252077,25,7,0.280000,-0.004209,59,0.007916,0
0.50-0.80,510,0.60-0.80,0.60,0.80,0.20,75,184,0.407609,51,24,0.680000,0.702133,-0.022133,-1.660000,-0.009022,0.712501808891,0.147214,17,3,0.176471,-0.006650,0,0.000000,0
0.50-0.80,510,0.65-0.70,0.65,0.70,0.05,22,184,0.119565,15,7,0.681818,0.681364,0.000455,0.010000,0.000054,0.598770852982,0.222739,10,5,0.500000,-0.002092,59,0.007916,0
0.50-0.80,510,0.65-0.75,0.65,0.75,0.10,41,184,0.222826,30,11,0.731707,0.706829,0.024878,1.020000,0.005543,0.438296228402,0.358232,19,5,0.263158,-0.005727,59,0.007916,0
0.50-0.80,510,0.65-0.80,0.65,0.80,0.15,56,184,0.304348,40,16,0.714286,0.726071,-0.011786,-0.660000,-0.003587,0.643683701463,0.191327,14,2,0.142857,-0.007923,0,0.000000,0
0.50-0.80,510,0.70-0.75,0.70,0.75,0.05,19,184,0.103261,15,4,0.789474,0.736316,0.053158,1.010000,0.005489,0.411150049872,0.386000,13,4,0.307692,-0.005715,0,0.000000,0
0.50-0.80,510,0.70-0.80,0.70,0.80,0.10,34,184,0.184783,25,9,0.735294,0.755000,-0.019706,-0.670000,-0.003641,0.688997519414,0.161782,10,2,0.200000,-0.007587,0,0.000000,0
0.50-0.80,510,0.75-0.80,0.75,0.80,0.05,15,184,0.081522,10,5,0.666667,0.778667,-0.112000,-1.680000,-0.009130,0.907393644804,0.042204,5,1,0.200000,-0.006141,0,0.000000,0
0.50-0.80,525,0.50-0.55,0.50,0.55,0.05,14,184,0.076087,9,5,0.642857,0.525000,0.117857,1.650000,0.008967,0.270873389525,0.567234,2,2,1.000000,0.008207,0,0.000000,0
0.50-0.80,525,0.50-0.60,0.50,0.60,0.10,29,184,0.157609,18,11,0.620690,0.551034,0.069655,2.020000,0.010978,0.286741765806,0.542509,7,5,0.714286,0.006786,12,0.009176,1
0.50-0.80,525,0.50-0.65,0.50,0.65,0.15,43,184,0.233696,29,14,0.674419,0.578837,0.095581,4.110000,0.022337,0.130732153244,0.883618,13,7,0.538462,0.001375,12,0.009176,0
0.50-0.80,525,0.50-0.70,0.50,0.70,0.20,56,184,0.304348,37,19,0.660714,0.605179,0.055536,3.110000,0.016902,0.237408169789,0.624504,17,7,0.411765,-0.001352,12,0.009176,0
0.50-0.80,525,0.50-0.75,0.50,0.75,0.25,74,184,0.402174,48,26,0.648649,0.635270,0.013378,0.990000,0.005380,0.456455799013,0.340601,17,4,0.235294,-0.005451,12,0.009176,0
0.50-0.80,525,0.50-0.80,0.50,0.80,0.30,97,184,0.527174,65,32,0.670103,0.669794,0.000309,0.030000,0.000163,0.545721942253,0.263029,11,2,0.181818,-0.006289,12,0.009176,0
0.50-0.80,525,0.55-0.60,0.55,0.60,0.05,15,184,0.081522,9,6,0.600000,0.575333,0.024667,0.370000,0.002011,0.532254447189,0.273881,9,7,0.777778,0.006727,0,0.000000,0
0.50-0.80,525,0.55-0.65,0.55,0.65,0.10,29,184,0.157609,20,9,0.689655,0.604828,0.084828,2.460000,0.013370,0.229877856182,0.638503,17,9,0.529412,0.000396,12,0.009176,0
0.50-0.80,525,0.55-0.70,0.55,0.70,0.15,42,184,0.228261,28,14,0.666667,0.631905,0.034762,1.460000,0.007935,0.383794566707,0.415901,24,10,0.416667,-0.002588,12,0.009176,0
0.50-0.80,525,0.55-0.75,0.55,0.75,0.20,60,184,0.326087,39,21,0.650000,0.661000,-0.011000,-0.660000,-0.003587,0.629903132754,0.200726,26,7,0.269231,-0.006403,0,0.000000,0
0.50-0.80,525,0.55-0.80,0.55,0.80,0.25,83,184,0.451087,56,27,0.674699,0.694217,-0.019518,-1.620000,-0.008804,0.699384442742,0.155284,17,4,0.235294,-0.007107,0,0.000000,0
0.50-0.80,525,0.60-0.65,0.60,0.65,0.05,14,184,0.076087,11,3,0.785714,0.636429,0.149286,2.090000,0.011359,0.190470740817,0.720172,11,6,0.545455,-0.000326,0,0.000000,0
0.50-0.80,525,0.60-0.70,0.60,0.70,0.10,27,184,0.146739,19,8,0.703704,0.663333,0.040370,1.090000,0.005924,0.413410336564,0.383619,19,8,0.421053,-0.004534,12,0.009176,0
0.50-0.80,525,0.60-0.75,0.60,0.75,0.15,45,184,0.244565,30,15,0.666667,0.689556,-0.022889,-1.030000,-0.005598,0.694827022251,0.158123,24,6,0.250000,-0.007937,0,0.000000,0
0.50-0.80,525,0.60-0.80,0.60,0.80,0.20,68,184,0.369565,47,21,0.691176,0.720441,-0.029265,-1.990000,-0.010815,0.754355574572,0.122424,17,3,0.176471,-0.009194,0,0.000000,0
0.50-0.80,525,0.65-0.70,0.65,0.70,0.05,13,184,0.070652,8,5,0.615385,0.692308,-0.076923,-1.000000,-0.005435,0.818437690234,0.087014,11,5,0.454545,-0.007638,0,0.000000,0
0.50-0.80,525,0.65-0.75,0.65,0.75,0.10,31,184,0.168478,19,12,0.612903,0.713548,-0.100645,-3.120000,-0.016957,0.921778762977,0.035373,18,5,0.277778,-0.008487,0,0.000000,0
0.50-0.80,525,0.65-0.80,0.65,0.80,0.15,54,184,0.293478,36,18,0.666667,0.742222,-0.075556,-4.080000,-0.022174,0.92067752013,0.035892,14,3,0.214286,-0.008960,0,0.000000,0
0.50-0.80,525,0.70-0.75,0.70,0.75,0.05,18,184,0.097826,11,7,0.611111,0.728889,-0.117778,-2.120000,-0.011522,0.913688704959,0.039202,12,4,0.333333,-0.006871,0,0.000000,0
0.50-0.80,525,0.70-0.80,0.70,0.80,0.10,41,184,0.222826,28,13,0.682927,0.758049,-0.075122,-3.080000,-0.016739,0.901757138725,0.044910,10,3,0.300000,-0.006576,0,0.000000,0
0.50-0.80,525,0.75-0.80,0.75,0.80,0.05,23,184,0.125000,17,6,0.739130,0.780870,-0.041739,-0.960000,-0.005217,0.775789518236,0.110256,4,2,0.500000,-0.000177,0,0.000000,0
0.50-0.80,540,0.50-0.55,0.50,0.55,0.05,13,184,0.070652,6,7,0.461538,0.526923,-0.065385,-0.850000,-0.004620,0.773362984342,0.111617,3,2,0.666667,0.000326,0,0.000000,0
0.50-0.80,540,0.50-0.60,0.50,0.60,0.10,27,184,0.146739,16,11,0.592593,0.555556,0.037037,1.000000,0.005435,0.426041853268,0.370548,8,5,0.625000,0.001155,12,0.009176,0
0.50-0.80,540,0.50-0.65,0.50,0.65,0.15,47,184,0.255435,29,18,0.617021,0.587660,0.029362,1.380000,0.007500,0.399989282962,0.397952,14,7,0.500000,-0.004627,12,0.009176,0
0.50-0.80,540,0.50-0.70,0.50,0.70,0.20,61,184,0.331522,34,27,0.557377,0.609508,-0.052131,-3.180000,-0.017283,0.834733687958,0.078452,17,7,0.411765,-0.007602,0,0.000000,0
0.50-0.80,540,0.50-0.75,0.50,0.75,0.25,76,184,0.413043,45,31,0.592105,0.633421,-0.041316,-3.140000,-0.017065,0.810101809426,0.091460,17,4,0.235294,-0.012353,0,0.000000,0
0.50-0.80,540,0.50-0.80,0.50,0.80,0.30,98,184,0.532609,64,34,0.653061,0.666837,-0.013776,-1.350000,-0.007337,0.660135539325,0.180367,11,2,0.181818,-0.013434,0,0.000000,0
0.50-0.80,540,0.55-0.60,0.55,0.60,0.05,14,184,0.076087,10,4,0.714286,0.582143,0.132143,1.850000,0.010054,0.235116391548,0.628717,10,7,0.700000,0.001674,0,0.000000,0
0.50-0.80,540,0.55-0.65,0.55,0.65,0.10,34,184,0.184783,23,11,0.676471,0.610882,0.065588,2.230000,0.012120,0.274170769188,0.561979,18,9,0.500000,-0.005504,12,0.009176,0
0.50-0.80,540,0.55-0.70,0.55,0.70,0.15,48,184,0.260870,28,20,0.583333,0.631875,-0.048542,-2.330000,-0.012663,0.803293319804,0.095126,24,9,0.375000,-0.008476,0,0.000000,0
0.50-0.80,540,0.55-0.75,0.55,0.75,0.20,63,184,0.342391,39,24,0.619048,0.655397,-0.036349,-2.290000,-0.012446,0.773532421506,0.111521,26,5,0.192308,-0.012132,0,0.000000,0
0.50-0.80,540,0.55-0.80,0.55,0.80,0.25,85,184,0.461957,58,27,0.682353,0.688235,-0.005882,-0.500000,-0.002717,0.598846873547,0.222684,17,2,0.117647,-0.013028,0,0.000000,0
0.50-0.80,540,0.60-0.65,0.60,0.65,0.05,20,184,0.108696,13,7,0.650000,0.631000,0.019000,0.380000,0.002065,0.530281560063,0.275493,9,4,0.444444,-0.007923,12,0.009176,0
0.50-0.80,540,0.60-0.70,0.60,0.70,0.10,34,184,0.184783,18,16,0.529412,0.652353,-0.122941,-4.180000,-0.022717,0.951970921919,0.021376,18,5,0.277778,-0.010374,0,0.000000,0
0.50-0.80,540,0.60-0.75,0.60,0.75,0.15,49,184,0.266304,29,20,0.591837,0.676327,-0.084490,-4.140000,-0.022500,0.920552423343,0.035951,23,2,0.086957,-0.012989,0,0.000000,0
0.50-0.80,540,0.60-0.80,0.60,0.80,0.20,71,184,0.385870,48,23,0.676056,0.709155,-0.033099,-2.350000,-0.012772,0.776173557294,0.110041,17,0,0.000000,-0.013856,0,0.000000,0
0.50-0.80,540,0.65-0.70,0.65,0.70,0.05,14,184,0.076087,5,9,0.357143,0.682857,-0.325714,-4.560000,-0.024783,0.997342453323,0.001156,10,2,0.200000,-0.012054,0,0.000000,0
0.50-0.80,540,0.65-0.75,0.65,0.75,0.10,29,184,0.157609,16,13,0.551724,0.707586,-0.155862,-4.520000,-0.024565,0.97668737085,0.010244,17,3,0.176471,-0.009703,0,0.000000,0
0.50-0.80,540,0.65-0.80,0.65,0.80,0.15,51,184,0.277174,35,16,0.686275,0.739804,-0.053529,-2.730000,-0.014837,0.849765187206,0.070701,14,2,0.142857,-0.010210,0,0.000000,0
0.50-0.80,540,0.70-0.75,0.70,0.75,0.05,15,184,0.081522,11,4,0.733333,0.730667,0.002667,0.040000,0.000217,0.621316179211,0.206687,11,3,0.272727,-0.007653,0,0.000000,0
0.50-0.80,540,0.70-0.80,0.70,0.80,0.10,37,184,0.201087,30,7,0.810811,0.761351,0.049459,1.830000,0.009946,0.312819466085,0.504706,10,2,0.200000,-0.009413,183,0.020872,0
0.50-0.80,540,0.75-0.80,0.75,0.80,0.05,22,184,0.119565,19,3,0.863636,0.782273,0.081364,1.790000,0.009728,0.262232356708,0.581314,4,2,0.500000,-0.000666,183,0.020872,0
0.50-0.80,555,0.50-0.55,0.50,0.55,0.05,15,184,0.081522,9,6,0.600000,0.525333,0.074667,1.120000,0.006087,0.376440821958,0.424303,3,1,0.333333,-0.006341,0,0.000000,0
0.50-0.80,555,0.50-0.60,0.50,0.60,0.10,32,184,0.173913,15,17,0.468750,0.557500,-0.088750,-2.840000,-0.015435,0.882947152022,0.054065,8,3,0.375000,-0.004511,0,0.000000,0
0.50-0.80,555,0.50-0.65,0.50,0.65,0.15,47,184,0.255435,24,23,0.510638,0.580213,-0.069574,-3.270000,-0.017772,0.868060268247,0.061450,14,3,0.214286,-0.012527,0,0.000000,0
0.50-0.80,555,0.50-0.70,0.50,0.70,0.20,65,184,0.353261,34,31,0.523077,0.609077,-0.086000,-5.590000,-0.030380,0.939451757472,0.027126,17,2,0.117647,-0.016339,0,0.000000,0
0.50-0.80,555,0.50-0.75,0.50,0.75,0.25,82,184,0.445652,47,35,0.573171,0.634268,-0.061098,-5.010000,-0.027228,0.898497640071,0.046483,17,0,0.000000,-0.019038,0,0.000000,0
0.50-0.80,555,0.50-0.80,0.50,0.80,0.30,101,184,0.548913,63,38,0.623762,0.662079,-0.038317,-3.870000,-0.021033,0.825635610253,0.083212,11,0,0.000000,-0.017110,0,0.000000,0
0.50-0.80,555,0.55-0.60,0.55,0.60,0.05,17,184,0.092391,6,11,0.352941,0.585882,-0.232941,-3.960000,-0.021522,0.985522078272,0.006334,10,4,0.400000,-0.004946,0,0.000000,0
0.50-0.80,555,0.55-0.65,0.55,0.65,0.10,32,184,0.173913,15,17,0.468750,0.605938,-0.137188,-4.390000,-0.023859,0.960340118759,0.017575,18,4,0.222222,-0.012020,0,0.000000,0
0.50-0.80,555,0.55-0.70,0.55,0.70,0.15,50,184,0.271739,25,25,0.500000,0.634200,-0.134200,-6.710000,-0.036467,0.981873688693,0.007944,24,3,0.125000,-0.015170,0,0.000000,0
0.50-0.80,555,0.55-0.75,0.55,0.75,0.20,67,184,0.364130,38,29,0.567164,0.658657,-0.091493,-6.130000,-0.033315,0.955433193088,0.019800,26,1,0.038462,-0.016459,0,0.000000,0
0.50-0.80,555,0.55-0.80,0.55,0.80,0.25,86,184,0.467391,54,32,0.627907,0.685930,-0.058023,-4.990000,-0.027120,0.900333168821,0.045597,17,1,0.058824,-0.014316,0,0.000000,0
0.50-0.80,555,0.60-0.65,0.60,0.65,0.05,15,184,0.081522,9,6,0.600000,0.628667,-0.028667,-0.430000,-0.002337,0.695906256614,0.157449,10,2,0.200000,-0.013946,0,0.000000,0
0.50-0.80,555,0.60-0.70,0.60,0.70,0.10,33,184,0.179348,19,14,0.575758,0.659091,-0.083333,-2.750000,-0.014946,0.882965034883,0.054056,18,2,0.111111,-0.016126,0,0.000000,0
0.50-0.80,555,0.60-0.75,0.60,0.75,0.15,50,184,0.271739,32,18,0.640000,0.683400,-0.043400,-2.170000,-0.011793,0.794254184246,0.100040,23,1,0.043478,-0.015397,0,0.000000,0
0.50-0.80,555,0.60-0.80,0.60,0.80,0.20,69,184,0.375000,48,21,0.695652,0.710580,-0.014928,-1.030000,-0.005598,0.664328501309,0.177617,17,1,0.058824,-0.013983,0,0.000000,0
0.50-0.80,555,0.65-0.70,0.65,0.70,0.05,18,184,0.097826,10,8,0.555556,0.684444,-0.128889,-2.320000,-0.012609,0.920491628863,0.035980,10,1,0.100000,-0.014315,0,0.000000,0
0.50-0.80,555,0.65-0.75,0.65,0.75,0.10,35,184,0.190217,23,12,0.657143,0.706857,-0.049714,-1.740000,-0.009457,0.799828793621,0.097003,17,4,0.235294,-0.008226,0,0.000000,0
0.50-0.80,555,0.65-0.80,0.65,0.80,0.15,54,184,0.293478,39,15,0.722222,0.733333,-0.011111,-0.600000,-0.003261,0.640807508068,0.193272,14,4,0.285714,-0.006922,0,0.000000,0
0.50-0.80,555,0.70-0.75,0.70,0.75,0.05,17,184,0.092391,13,4,0.764706,0.730588,0.034118,0.580000,0.003152,0.499925817774,0.301094,11,5,0.454545,-0.001428,0,0.000000,0
0.50-0.80,555,0.70-0.80,0.70,0.80,0.10,36,184,0.195652,29,7,0.805556,0.757778,0.047778,1.720000,0.009348,0.326988554359,0.485467,10,4,0.400000,-0.002505,183,0.020872,0
0.50-0.80,555,0.75-0.80,0.75,0.80,0.05,19,184,0.103261,16,3,0.842105,0.782105,0.060000,1.140000,0.006196,0.379804865825,0.420439,5,5,1.000000,0.011283,0,0.000000,0
0.50-0.80,570,0.50-0.55,0.50,0.55,0.05,14,184,0.076087,8,6,0.571429,0.520714,0.050714,0.710000,0.003859,0.457041404152,0.340044,4,1,0.250000,-0.006413,0,0.000000,0
0.50-0.80,570,0.50-0.60,0.50,0.60,0.10,32,184,0.173913,16,16,0.500000,0.551875,-0.051875,-1.660000,-0.009022,0.779631402004,0.108111,9,1,0.111111,-0.011721,0,0.000000,0
0.50-0.80,570,0.50-0.65,0.50,0.65,0.15,51,184,0.277174,29,22,0.568627,0.580588,-0.011961,-0.610000,-0.003315,0.626539810211,0.203051,15,1,0.066667,-0.018460,0,0.000000,0
0.50-0.80,570,0.50-0.70,0.50,0.70,0.20,66,184,0.358696,36,30,0.545455,0.602576,-0.057121,-3.770000,-0.020489,0.860038979295,0.065482,17,0,0.000000,-0.021707,0,0.000000,0
0.50-0.80,570,0.50-0.75,0.50,0.75,0.25,85,184,0.461957,50,35,0.588235,0.631647,-0.043412,-3.690000,-0.020054,0.830108345289,0.080865,17,1,0.058824,-0.020326,0,0.000000,0
0.50-0.80,570,0.50-0.80,0.50,0.80,0.30,110,184,0.597826,72,38,0.654545,0.665545,-0.011000,-1.210000,-0.006576,0.641027675914,0.193123,11,1,0.090909,-0.017574,0,0.000000,0
0.50-0.80,570,0.55-0.60,0.55,0.60,0.05,18,184,0.097826,8,10,0.444444,0.576111,-0.131667,-2.370000,-0.012880,0.913756265004,0.039170,10,1,0.100000,-0.011451,0,0.000000,0
0.50-0.80,570,0.55-0.65,0.55,0.65,0.10,37,184,0.201087,21,16,0.567568,0.603243,-0.035676,-1.320000,-0.007174,0.732111616488,0.135423,18,1,0.055556,-0.018104,0,0.000000,0
0.50-0.80,570,0.55-0.70,0.55,0.70,0.15,52,184,0.282609,28,24,0.538462,0.624615,-0.086154,-4.480000,-0.024348,0.9225539261,0.035008,23,0,0.000000,-0.019801,0,0.000000,0
0.50-0.80,570,0.55-0.75,0.55,0.75,0.20,71,184,0.385870,42,29,0.591549,0.653521,-0.061972,-4.400000,-0.023913,0.890086287549,0.050568,26,3,0.115385,-0.016708,0,0.000000,0
0.50-0.80,570,0.55-0.80,0.55,0.80,0.25,96,184,0.521739,64,32,0.666667,0.686667,-0.020000,-1.920000,-0.010435,0.708499369221,0.149661,17,3,0.176471,-0.013491,0,0.000000,0
0.50-0.80,570,0.60-0.65,0.60,0.65,0.05,19,184,0.103261,13,6,0.684211,0.628947,0.055263,1.050000,0.005707,0.404937256136,0.392612,10,1,0.100000,-0.015283,0,0.000000,0
0.50-0.80,570,0.60-0.70,0.60,0.70,0.10,34,184,0.184783,20,14,0.588235,0.650294,-0.062059,-2.110000,-0.011467,0.827049389829,0.082469,17,1,0.058824,-0.016100,0,0.000000,0
0.50-0.80,570,0.60-0.75,0.60,0.75,0.15,53,184,0.288043,34,19,0.641509,0.679811,-0.038302,-2.030000,-0.011033,0.775168779844,0.110604,23,5,0.217391,-0.010985,0,0.000000,0
0.50-0.80,570,0.60-0.80,0.60,0.80,0.20,78,184,0.423913,56,22,0.717949,0.712179,0.005769,0.450000,0.002446,0.511937363569,0.290783,17,4,0.235294,-0.008124,183,0.020872,0
0.50-0.80,570,0.65-0.70,0.65,0.70,0.05,15,184,0.081522,7,8,0.466667,0.677333,-0.210667,-3.160000,-0.017174,0.975152420852,0.010927,10,2,0.200000,-0.010152,0,0.000000,0
0.50-0.80,570,0.65-0.75,0.65,0.75,0.10,34,184,0.184783,21,13,0.617647,0.708235,-0.090588,-3.080000,-0.016739,0.909432499552,0.041230,18,8,0.444444,-0.001383,0,0.000000,0
0.50-0.80,570,0.65-0.80,0.65,0.80,0.15,59,184,0.320652,43,16,0.728814,0.738983,-0.010169,-0.600000,-0.003261,0.636141154032,0.196447,15,8,0.533333,0.000964,0,0.000000,0
0.50-0.80,570,0.70-0.75,0.70,0.75,0.05,19,184,0.103261,14,5,0.736842,0.732632,0.004211,0.080000,0.000435,0.600976481337,0.221143,12,8,0.666667,0.006658,0,0.000000,0
0.50-0.80,570,0.70-0.80,0.70,0.80,0.10,44,184,0.239130,36,8,0.818182,0.760000,0.058182,2.560000,0.013913,0.237783297856,0.623819,11,7,0.636364,0.005998,183,0.020872,0
0.50-0.80,570,0.75-0.80,0.75,0.80,0.05,25,184,0.135870,22,3,0.880000,0.780800,0.099200,2.480000,0.013478,0.169769539138,0.770140,5,5,1.000000,0.015500,183,0.020872,1
0.50-0.80,585,0.50-0.55,0.50,0.55,0.05,18,184,0.097826,5,13,0.277778,0.535556,-0.257778,-4.640000,-0.025217,0.993054765254,0.003027,5,2,0.400000,-0.002174,0,0.000000,0
0.50-0.80,585,0.50-0.60,0.50,0.60,0.10,40,184,0.217391,20,20,0.500000,0.560750,-0.060750,-2.430000,-0.013207,0.825214524052,0.083433,10,2,0.200000,-0.007522,0,0.000000,0
0.50-0.80,585,0.50-0.65,0.50,0.65,0.15,53,184,0.288043,25,28,0.471698,0.579245,-0.107547,-5.700000,-0.030978,0.957460757456,0.018879,15,2,0.133333,-0.012275,0,0.000000,0
0.50-0.80,585,0.50-0.70,0.50,0.70,0.20,70,184,0.380435,35,35,0.500000,0.604143,-0.104143,-7.290000,-0.039620,0.971366483262,0.012617,17,0,0.000000,-0.014917,0,0.000000,0
0.50-0.80,585,0.50-0.75,0.50,0.75,0.25,93,184,0.505435,54,39,0.580645,0.635699,-0.055054,-5.120000,-0.027826,0.889107894945,0.051046,17,3,0.176471,-0.011832,0,0.000000,0
0.50-0.80,585,0.50-0.80,0.50,0.80,0.30,120,184,0.652174,78,42,0.650000,0.669167,-0.019167,-2.300000,-0.012500,0.712446750476,0.147248,11,3,0.272727,-0.008053,0,0.000000,0
0.50-0.80,585,0.55-0.60,0.55,0.60,0.05,22,184,0.119565,15,7,0.681818,0.581364,0.100455,2.210000,0.012011,0.231995315951,0.634521,10,1,0.100000,-0.010044,1,0.012011,0
0.50-0.80,585,0.55-0.65,0.55,0.65,0.10,35,184,0.190217,20,15,0.571429,0.601714,-0.030286,-1.060000,-0.005761,0.707833614033,0.150069,18,2,0.111111,-0.014604,0,0.000000,0
0.50-0.80,585,0.55-0.70,0.55,0.70,0.15,52,184,0.282609,30,22,0.576923,0.627885,-0.050962,-2.650000,-0.014402,0.818548553771,0.086956,23,0,0.000000,-0.015905,0,0.000000,0
0.50-0.80,585,0.55-0.75,0.55,0.75,0.20,75,184,0.407609,49,26,0.653333,0.659733,-0.006400,-0.480000,-0.002609,0.599714566331,0.222055,26,6,0.230769,-0.011908,0,0.000000,0
0.50-0.80,585,0.55-0.80,0.55,0.80,0.25,102,184,0.554348,73,29,0.715686,0.692745,0.022941,2.340000,0.012717,0.348638288083,0.457625,17,5,0.294118,-0.008443,183,0.020872,0
0.50-0.80,585,0.60-0.65,0.60,0.65,0.05,13,184,0.070652,5,8,0.384615,0.636154,-0.251538,-3.270000,-0.017772,0.983431005323,0.007256,10,1,0.100000,-0.012168,0,0.000000,0
0.50-0.80,585,0.60-0.70,0.60,0.70,0.10,30,184,0.163043,15,15,0.500000,0.662000,-0.162000,-4.860000,-0.026413,0.978634984252,0.009379,17,2,0.117647,-0.010499,0,0.000000,0
0.50-0.80,585,0.60-0.75,0.60,0.75,0.15,53,184,0.288043,34,19,0.641509,0.692264,-0.050755,-2.690000,-0.014620,0.830256831641,0.080788,23,9,0.391304,-0.005317,0,0.000000,0
0.50-0.80,585,0.60-0.80,0.60,0.80,0.20,80,184,0.434783,58,22,0.725000,0.723375,0.001625,0.130000,0.000707,0.544282483176,0.264176,17,8,0.470588,-0.001848,183,0.020872,0
0.50-0.80,585,0.65-0.70,0.65,0.70,0.05,17,184,0.092391,10,7,0.588235,0.681765,-0.093529,-1.590000,-0.008641,0.861187269738,0.064902,11,4,0.363636,-0.006591,0,0.000000,0
0.50-0.80,585,0.65-0.75,0.65,0.75,0.10,40,184,0.217391,29,11,0.725000,0.710500,0.014500,0.580000,0.003152,0.498709673569,0.302152,19,11,0.578947,0.000921,183,0.020872,0
0.50-0.80,585,0.65-0.80,0.65,0.80,0.15,67,184,0.364130,53,14,0.791045,0.740299,0.050746,3.400000,0.018478,0.210632245888,0.676475,16,11,0.687500,0.003482,183,0.020872,0
