sample,profit_margin,profit_margin_cents,universe_contracts,base_divergences,base_divergence_rate,occurrence_contracts,occurrence_rate,divergent_occurrence_contracts,p_diverge_given_margin_occurred,wilson_ci_low,wilson_ci_high
latch_2m_1m_window,0.19,19,1158,89,0.0768566493955095,589,0.5086355785837651,11,0.01867572156196944,0.010459520015670026,0.03312986372528202
latch_2m_1m_window,0.2,20,1158,89,0.0768566493955095,571,0.4930915371329879,11,0.01926444833625219,0.010790259268056232,0.03416403770697132
latch_2m_1m_window,0.21,21,1158,89,0.0768566493955095,560,0.4835924006908463,11,0.019642857142857142,0.011002877621225838,0.034828433867674584
latch_2m_1m_window,0.22,22,1158,89,0.0768566493955095,552,0.47668393782383417,11,0.019927536231884056,0.011162848680645505,0.035328094062754764
latch_2m_1m_window,0.23,23,1158,89,0.0768566493955095,546,0.47150259067357514,11,0.020146520146520148,0.011285913317680122,0.0357123494547256
latch_2m_1m_window,0.24,24,1158,89,0.0768566493955095,533,0.46027633851468047,10,0.01876172607879925,0.010222203632217574,0.03418866169565568
latch_2m_1m_window,0.25,25,1158,89,0.0768566493955095,524,0.4525043177892919,10,0.019083969465648856,0.010398320978944045,0.034769774904366404
latch_2m_1m_window,0.26,26,1158,89,0.0768566493955095,518,0.4473229706390328,10,0.019305019305019305,0.010519143219334948,0.03516828377000435
latch_2m_1m_window,0.27,27,1158,89,0.0768566493955095,511,0.44127806563039723,10,0.019569471624266144,0.010663700019949464,0.0356449121823279
latch_2m_1m_window,0.28,28,1158,89,0.0768566493955095,500,0.4317789291882556,10,0.02,0.010899065235569357,0.03642056855409787
latch_2m_1m_window,0.29,29,1158,89,0.0768566493955095,486,0.41968911917098445,10,0.0205761316872428,0.011214082075374244,0.037457978443781334
latch_2m_1m_window,0.3,30,1158,89,0.0768566493955095,477,0.4119170984455959,10,0.020964360587002098,0.011426391073640308,0.03815667328684764
latch_2m_1m_window,0.31,31,1158,89,0.0768566493955095,467,0.40328151986183075,10,0.021413276231263382,0.011671921205028551,0.03896421629853952
latch_2m_1m_window,0.32,32,1158,89,0.0768566493955095,457,0.3946459412780656,10,0.02188183807439825,0.011928235145026224,0.039806677675344154
latch_2m_1m_window,0.33,33,1158,89,0.0768566493955095,453,0.3911917098445596,10,0.02207505518763797,0.012033940740495623,0.040153951080214224
latch_2m_1m_window,0.34,34,1158,89,0.0768566493955095,441,0.38082901554404147,10,0.022675736961451247,0.012362605654243401,0.04123310122209191
latch_2m_1m_window,0.35,35,1158,89,0.0768566493955095,429,0.3704663212435233,10,0.023310023310023312,0.012709727687772624,0.04237185411952131
latch_2m_1m_window,0.36,36,1158,89,0.0768566493955095,417,0.3601036269430052,10,0.023980815347721823,0.013076906562167248,0.04357528751750547
latch_2m_1m_window,0.37,37,1158,89,0.0768566493955095,403,0.348013816925734,10,0.02481389578163772,0.013533031608112846,0.04506864530988178
