strategy,contract_id,decision_horizon,nominal_horizon,entry_time,direction,all_in_cost,diverge,predicted_diverge_prob,hold_return,emergency_full_loss_return,expected_return_at_entry,would_emergency_exit_if_current_logic
single_3m_hold,KXBTC15M-26MAY261900-00,3m,3m,2026-05-26 22:57:38.883000+00:00,K+NP,0.53211933,0,0.06000536635284033,0.46788067,0.46788067,0.4078753036471597,False
single_3m_hold,KXBTC15M-26MAY262030-30,3m,3m,2026-05-27 00:27:03.598000+00:00,K+NP,0.53675888,0,0.06555047826575497,0.46324111999999995,0.46324111999999995,0.39769064173424495,False
single_3m_hold,KXBTC15M-26MAY262200-00,3m,3m,2026-05-27 01:57:01.974000+00:00,NK+P,0.61399728,1,0.026043472615328068,-0.61399728,-0.61399728,0.35995924738467194,True
single_3m_hold,KXBTC15M-26MAY262215-15,3m,3m,2026-05-27 02:12:00.108000+00:00,K+NP,0.54173232,0,0.050981533120379695,0.45826767999999996,0.45826767999999996,0.4072861468796203,False
single_3m_hold,KXBTC15M-26MAY270130-30,3m,3m,2026-05-27 05:27:21.886000+00:00,NK+P,0.53211933,0,0.07647780141322075,0.46788067,0.46788067,0.39140286858677925,False
single_3m_hold,KXBTC15M-26MAY270330-30,3m,3m,2026-05-27 07:27:54.363000+00:00,NK+P,0.52891248,0,0.0739515189541572,0.47108752,0.47108752,0.3971360010458428,False
single_3m_hold,KXBTC15M-26MAY270515-15,3m,3m,2026-05-27 09:12:01.108000+00:00,K+NP,0.5478032500000001,0,0.053192088515795745,0.4521967499999999,0.4521967499999999,0.39900466148420416,False
single_3m_hold,KXBTC15M-26MAY270530-30,3m,3m,2026-05-27 09:27:35.468000+00:00,NK+P,0.54210433,0,0.07320509092642084,0.45789567,0.45789567,0.3846905790735791,False
single_3m_hold,KXBTC15M-26MAY270615-15,3m,3m,2026-05-27 10:12:00.336000+00:00,K+NP,0.8300414799999999,0,0.07221989236082543,0.1699585200000001,0.1699585200000001,0.09773862763917468,False
single_3m_hold,KXBTC15M-26MAY270915-15,3m,3m,2026-05-27 13:12:01.292000+00:00,K+NP,0.5843947199999999,0,0.05416527251471509,0.4156052800000001,0.4156052800000001,0.361440007485285,False
single_3m_hold,KXBTC15M-26MAY270930-30,3m,3m,2026-05-27 13:27:03.110000+00:00,K+NP,0.45873748000000003,0,0.04443061989320864,0.54126252,0.54126252,0.49683190010679135,False
single_3m_hold,KXBTC15M-26MAY271015-15,3m,3m,2026-05-27 14:13:42.278000+00:00,K+NP,0.95569872,0,0.058023140171693625,0.04430128,-0.95569872,-0.013721860171693627,True
single_3m_hold,KXBTC15M-26MAY271230-30,3m,3m,2026-05-27 16:27:06.736000+00:00,K+NP,0.5784092500000001,0,0.05097159637236684,0.4215907499999999,0.4215907499999999,0.3706191536276331,False
