sample,profit_margin,contracts,model_signal_contracts,trades,trade_rate,divergences,divergence_rate,mean_all_in_cost,mean_fee_adjusted_edge,mean_predicted_diverge_prob,mean_profit_per_trade,mean_profit_per_contract,total_profit,total_model_expected_profit,bootstrap_expected_total_profit,bootstrap_total_profit_ci_low,bootstrap_total_profit_ci_high,bootstrap_expected_trades,bootstrap_trades_ci_low,bootstrap_trades_ci_high,arb_opportunities,total_arb_opportunity_seconds,avg_arb_opportunity_seconds,bootstrap_expected_avg_arb_opportunity_seconds,bootstrap_avg_arb_opportunity_seconds_ci_low,bootstrap_avg_arb_opportunity_seconds_ci_high
calibration,0.57,232,205,18,0.07758620689655173,5,0.2777777777777778,0.3625644188888889,0.637435581111111,0.05251041357877445,0.3596578033333333,0.02790448474137931,6.47384046,10.528653015582059,6.576843365655001,2.1517863495,11.340806664249998,18.0825,10.975000000000001,26.0,23,241.85,10.515217391304347,10.58388108323166,7.253657366071429,14.62366006493506
calibration,0.58,232,205,16,0.06896551724137931,5,0.3125,0.34506689312500005,0.654933106875,0.054345945179765626,0.34243310687499995,0.023616076336206892,5.478929709999999,9.60939458712375,5.559949063225,1.2258202325000003,10.339643734499992,15.9955,9.0,25.0,20,230.94,11.547,11.576873720127569,8.235780555555554,15.470891206896551
calibration,0.59,232,205,15,0.06465517241379311,4,0.26666666666666666,0.33637803800000005,0.663621962,0.0551139522118046,0.3969552953333333,0.025665213060344826,5.95432943,9.127620146822931,6.077012919215,1.8421765175,10.671480149499995,14.955,8.0,23.0,18,216.922,12.051222222222222,12.084473369554845,8.38622297979798,16.24531001131221
calibration,0.6,232,205,15,0.06465517241379311,4,0.26666666666666666,0.32990417666666677,0.6700958233333333,0.0551139522118046,0.4034291566666666,0.026083781681034483,6.05143735,9.22472806682293,6.066320264795,2.263601064,10.687146491,15.006,8.0,23.0,17,214.981,12.645941176470588,12.725502588924689,8.945393095238096,17.295199999999998
calibration,0.61,232,205,13,0.05603448275862069,4,0.3076923076923077,0.31519304307692314,0.6848069569230769,0.056918852937730316,0.3771146492307692,0.021131424310344826,4.902490439999999,8.162545351809506,4.933699811355,1.0571699744999998,9.11261688025,13.0175,7.0,21.0,16,191.24200000000002,11.952625000000001,12.091597708271008,8.134829017857141,16.75730833333333
calibration,0.62,232,205,13,0.05603448275862069,4,0.3076923076923077,0.31519304307692314,0.6848069569230769,0.056918852937730316,0.3771146492307692,0.021131424310344826,4.902490439999999,8.162545351809506,4.93334168373,0.98004335275,9.284999146749996,13.02,6.0,20.0,17,187.306,11.018,11.224092068794066,7.361313076923078,16.087930263157894
calibration,0.63,232,205,13,0.05603448275862069,4,0.3076923076923077,0.31519304307692314,0.6848069569230769,0.056918852937730316,0.3771146492307692,0.021131424310344826,4.902490439999999,8.162545351809506,4.88498759755,0.9862158544999998,9.36589671749999,12.882,7.0,20.0,18,185.279,10.293277777777778,10.385654638433664,6.9569784722222225,15.143054166666666
calibration,0.64,232,205,12,0.05172413793103448,4,0.3333333333333333,0.3111662366666667,0.6888337633333333,0.0591703532798051,0.35550043000000003,0.01838795327586207,4.266005160000001,7.555960920642338,4.330371132959999,0.7789607677499999,8.744129081499999,11.962,6.0,19.0,17,152.36399999999998,8.962588235294117,9.015539118964643,6.226114285714286,12.219594117647057
calibration,0.65,232,205,12,0.05172413793103448,4,0.3333333333333333,0.30771623666666664,0.6922837633333333,0.0591703532798051,0.35895043,0.01856640155172414,4.30740516,7.597360920642339,4.2187907956999995,0.69717487075,8.44722090875,11.8835,6.0,19.0,17,150.41199999999998,8.847764705882351,8.91661696421512,6.316421875,11.960035937499997
calibration,0.66,232,205,11,0.04741379310344827,4,0.36363636363636365,0.30449092000000005,0.69550908,0.06453163485804468,0.33187271636363636,0.015735344310344825,3.6505998799999997,6.940751896561508,3.7039603954449993,0.3163100247499999,7.928842910499998,11.08,5.0,18.0,15,129.39,8.626,8.673507756004227,6.118963749999999,11.565348611111105
