timestamp_utc,kalshi_timestamp_utc,kalshi_ticker,kalshi_title,kalshi_event_ticker,kalshi_close_time,kalshi_status,kalshi_yes_bid,kalshi_yes_ask,kalshi_no_bid,kalshi_no_ask,kalshi_yes_mid,kalshi_last_price,kalshi_volume,kalshi_open_interest,kalshi_best_yes_bid_qty,kalshi_best_no_bid_qty,polymarket_timestamp_utc,polymarket_ticker,polymarket_title,polymarket_event_ticker,polymarket_close_time,polymarket_status,polymarket_yes_bid,polymarket_yes_ask,polymarket_no_bid,polymarket_no_ask,polymarket_yes_mid,polymarket_last_price,polymarket_volume,polymarket_open_interest,polymarket_best_yes_bid_qty,polymarket_best_no_bid_qty,source_timestamp_utc,kalshi_btc_source,kalshi_btc_price,kalshi_btc_target,polymarket_btc_source,polymarket_btc_price,polymarket_btc_target,k_plus_np,nk_plus_p,polymarket_error
2026-05-17T03:13:40.180Z,2026-05-17T03:13:39.119Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.99,0.995,0.005,0.01,0.9924999999999999,0.994,356696.51,162976.87,185.0,10404.68,2026-05-17T03:13:39.316Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.97,0.98,0.02,0.03,0.975,0.81,14494.768501000008,,330.92,744.71,2026-05-17T03:13:40.180Z,BRTI,77921.75,77879.55,Polymarket RTDS,77914.80943060527,77875.2,1.025,0.99,
2026-05-17T03:13:44.285Z,2026-05-17T03:13:41.614Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.991,0.994,0.006,0.009,0.9924999999999999,0.994,356696.51,162976.87,166.0,22.0,2026-05-17T03:13:42.267Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.97,0.98,0.02,0.03,0.975,0.81,14494.768501000008,,354.94,937.58,2026-05-17T03:13:44.285Z,BRTI,77920.66,77879.55,Polymarket RTDS,77914.56790792165,77875.2,1.024,0.989,
2026-05-17T03:13:46.156Z,2026-05-17T03:13:44.981Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.991,0.995,0.005,0.009,0.993,0.994,356696.51,162976.87,50.0,10316.68,2026-05-17T03:13:45.274Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.97,0.98,0.02,0.03,0.975,0.81,14494.768501000008,,379.94,736.55,2026-05-17T03:13:46.156Z,BRTI,77921.43,77879.55,Polymarket RTDS,77915.05848,77875.2,1.025,0.989,
2026-05-17T03:13:47.742Z,2026-05-17T03:13:46.534Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.991,0.995,0.005,0.009,0.993,0.994,356696.51,162976.87,35.0,10316.68,2026-05-17T03:13:46.722Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.97,0.98,0.02,0.03,0.975,0.81,14494.768501000008,,414.94,746.55,2026-05-17T03:13:47.742Z,BRTI,77921.43,77879.55,Polymarket RTDS,77915.287645,77875.2,1.025,0.989,
2026-05-17T03:13:49.540Z,2026-05-17T03:13:48.528Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.99,0.995,0.005,0.01,0.9924999999999999,0.994,356696.51,162976.87,2120.22,10281.45,2026-05-17T03:13:48.711Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.97,0.98,0.02,0.03,0.975,0.81,14494.768501000008,,389.94,741.55,2026-05-17T03:13:49.540Z,BRTI,77921.75,77879.55,Polymarket RTDS,77915.34395,77875.2,1.025,0.99,
2026-05-17T03:13:53.708Z,2026-05-17T03:13:51.218Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.99,0.994,0.006,0.01,0.992,0.994,356696.51,162976.87,2565.62,15.0,2026-05-17T03:13:51.856Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.97,0.98,0.02,0.03,0.975,0.81,14494.768501000008,,349.81,527.49,2026-05-17T03:13:53.708Z,BRTI,77921.43,77879.55,Polymarket RTDS,77915.508455,77875.2,1.024,0.99,
2026-05-17T03:13:55.689Z,2026-05-17T03:13:54.573Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.99,0.995,0.005,0.01,0.9924999999999999,0.994,356696.51,162976.87,2413.01,10294.45,2026-05-17T03:13:54.805Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.97,0.98,0.02,0.03,0.975,0.81,14494.768501000008,,374.81,495.43,2026-05-17T03:13:55.689Z,BRTI,77921.03,77879.55,Polymarket RTDS,77919.36549809827,77875.2,1.025,0.99,
2026-05-17T03:13:57.042Z,2026-05-17T03:13:55.941Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.99,0.995,0.005,0.01,0.9924999999999999,0.994,356696.51,162976.87,1944.42,10294.45,2026-05-17T03:13:56.163Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.97,0.98,0.02,0.03,0.975,0.81,14494.768501000008,,379.81,470.25,2026-05-17T03:13:57.042Z,BRTI,77924.24,77879.55,Polymarket RTDS,77919.38533337858,77875.2,1.025,0.99,
2026-05-17T03:14:00.851Z,2026-05-17T03:13:58.362Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.99,0.995,0.005,0.01,0.9924999999999999,0.994,356696.51,162976.87,1777.51,10294.45,2026-05-17T03:13:58.910Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,3077.66,,2026-05-17T03:14:00.851Z,BRTI,77921.75,77879.55,Polymarket RTDS,77921.09854,77875.2,1.005,0.83,
2026-05-17T03:14:03.428Z,2026-05-17T03:14:01.574Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.99,0.991,0.009,0.01,0.9904999999999999,0.99,363399.16,166820.73,1691.06,500.0,2026-05-17T03:14:02.218Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,2021.25,,2026-05-17T03:14:03.428Z,BRTI,77921.03,77879.55,Polymarket RTDS,77921.0040159507,77875.2,1.001,0.83,
2026-05-17T03:14:06.485Z,2026-05-17T03:14:04.016Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.99,0.991,0.009,0.01,0.9904999999999999,0.99,363399.16,166820.73,1527.06,130.0,2026-05-17T03:14:04.540Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,2826.25,,2026-05-17T03:14:06.485Z,BRTI,77921.75,77879.55,Polymarket RTDS,77921.61415800075,77875.2,1.001,0.83,
2026-05-17T03:14:09.193Z,2026-05-17T03:14:07.296Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.995,0.996,0.004,0.005,0.9955,0.99,363399.16,166820.73,3951.26,200.0,2026-05-17T03:14:07.854Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,1833.42,,2026-05-17T03:14:09.193Z,BRTI,77925.57,77879.55,Polymarket RTDS,77927.14246393897,77875.2,1.006,0.825,
2026-05-17T03:14:12.573Z,2026-05-17T03:14:09.989Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.995,0.997,0.003,0.005,0.996,0.99,363399.16,166820.73,3781.75,646.98,2026-05-17T03:14:10.641Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,2241.58,,2026-05-17T03:14:12.573Z,BRTI,77940.15,77879.55,Polymarket RTDS,77931.47635385748,77875.2,1.007,0.825,
2026-05-17T03:14:14.984Z,2026-05-17T03:14:13.397Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.995,0.997,0.003,0.005,0.996,0.99,363399.16,166820.73,3411.51,646.98,2026-05-17T03:14:13.977Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,3579.91,,2026-05-17T03:14:14.984Z,BRTI,77925.57,77879.55,Polymarket RTDS,77931.50176360292,77875.2,1.007,0.825,
2026-05-17T03:14:16.618Z,2026-05-17T03:14:15.247Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.995,0.997,0.003,0.005,0.996,0.99,363399.16,166820.73,3410.51,363.98,2026-05-17T03:14:15.495Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,3601.19,,2026-05-17T03:14:16.618Z,BRTI,77924.24,77879.55,Polymarket RTDS,77931.64548209876,77875.2,1.007,0.825,
2026-05-17T03:14:21.438Z,2026-05-17T03:14:17.592Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.997,0.998,0.002,0.003,0.9975,0.99,363399.16,166820.73,337.02,1177.0,2026-05-17T03:14:18.295Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,6760.65,,2026-05-17T03:14:21.438Z,BRTI,77919.41,77879.55,Polymarket RTDS,77933.72239,77875.2,1.008,0.823,
2026-05-17T03:14:23.782Z,2026-05-17T03:14:22.092Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.997,0.999,0.001,0.003,0.998,0.99,363399.16,166820.73,540.02,1117.23,2026-05-17T03:14:22.415Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,8092.73,,2026-05-17T03:14:23.782Z,BRTI,77925.57,77879.55,Polymarket RTDS,77934.682835,77875.2,1.009,0.823,
2026-05-17T03:14:25.531Z,2026-05-17T03:14:24.113Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.998,0.999,0.001,0.002,0.9984999999999999,0.99,363399.16,166820.73,1192.0,1226.23,2026-05-17T03:14:24.366Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,8092.73,,2026-05-17T03:14:25.531Z,BRTI,77925.57,77879.55,Polymarket RTDS,77934.95124446433,77875.2,1.009,0.822,
2026-05-17T03:14:28.778Z,2026-05-17T03:14:26.496Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.998,0.999,0.001,0.002,0.9984999999999999,0.99,363399.16,166820.73,1191.0,542.0,2026-05-17T03:14:26.967Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,6677.74,,2026-05-17T03:14:28.778Z,BRTI,77920.66,77879.55,Polymarket RTDS,77926.52238,77875.2,1.009,0.822,
2026-05-17T03:14:33.242Z,2026-05-17T03:14:29.518Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.999,,,0.001,0.999,0.999,380345.11,172988.75,12440.0,,2026-05-17T03:14:30.099Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,6710.06,,2026-05-17T03:14:33.242Z,BRTI,77920.66,77879.55,Polymarket RTDS,77926.352295,77875.2,,0.821,
2026-05-17T03:14:37.777Z,2026-05-17T03:14:34.033Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.999,,,0.001,0.999,0.999,380345.11,172988.75,10447.0,,2026-05-17T03:14:34.689Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,6695.11,,2026-05-17T03:14:37.777Z,BRTI,77920.66,77879.55,Polymarket RTDS,77926.48863,77875.2,,0.821,
2026-05-17T03:14:41.076Z,2026-05-17T03:14:38.508Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.999,,,0.001,0.999,0.999,380345.11,172988.75,15574.3,,2026-05-17T03:14:39.153Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,6700.11,,2026-05-17T03:14:41.076Z,BRTI,77921.75,77879.55,Polymarket RTDS,77926.465005,77875.2,,0.821,
2026-05-17T03:14:42.994Z,2026-05-17T03:14:41.693Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.999,,,0.001,0.999,0.999,380345.11,172988.75,15683.3,,2026-05-17T03:14:41.964Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,6700.11,,2026-05-17T03:14:42.994Z,BRTI,77930.63,77879.55,Polymarket RTDS,77926.60396,77875.2,,0.821,
2026-05-17T03:14:46.331Z,2026-05-17T03:14:43.325Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.999,,,0.001,0.999,0.999,380345.11,172988.75,15683.3,,2026-05-17T03:14:43.571Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,6732.43,,2026-05-17T03:14:46.331Z,BRTI,77930.63,77879.55,Polymarket RTDS,77926.65601,77875.2,,0.821,
2026-05-17T03:14:50.074Z,2026-05-17T03:14:47.141Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.999,,,0.001,0.999,0.999,380345.11,172988.75,16932.3,,2026-05-17T03:14:47.699Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,6700.43,,2026-05-17T03:14:50.074Z,BRTI,77924.24,77879.55,Polymarket RTDS,77926.60563,77875.2,,0.821,
2026-05-17T03:14:51.491Z,2026-05-17T03:14:50.333Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.999,,,0.001,0.999,0.999,380345.11,172988.75,16932.3,,2026-05-17T03:14:50.560Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,6365.11,,2026-05-17T03:14:51.491Z,BRTI,77940.15,77879.55,Polymarket RTDS,77926.46825763505,77875.2,,0.821,
2026-05-17T03:14:53.512Z,2026-05-17T03:14:52.358Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.999,,,0.001,0.999,0.999,380345.11,172988.75,16499.3,,2026-05-17T03:14:52.599Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,8400.1,,2026-05-17T03:14:53.512Z,BRTI,77930.91,77879.55,Polymarket RTDS,77926.46812763505,77875.2,,0.821,
2026-05-17T03:14:55.439Z,2026-05-17T03:14:54.312Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.999,,,0.001,0.999,0.999,380345.11,172988.75,16499.3,,2026-05-17T03:14:54.541Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,8641.48,,2026-05-17T03:14:55.439Z,BRTI,77940.15,77879.55,Polymarket RTDS,77929.38689228501,77875.2,,0.821,
2026-05-17T03:14:59.614Z,2026-05-17T03:14:57.033Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.999,,,0.001,0.999,0.999,380345.11,172988.75,16498.3,,2026-05-17T03:14:57.678Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,17472.8,,2026-05-17T03:14:59.614Z,BRTI,77921.75,77879.55,Polymarket RTDS,77931.752105,77875.2,,0.821,
2026-05-17T03:15:01.463Z,2026-05-17T03:15:00.302Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,active,0.999,,,0.001,0.999,0.999,384209.81,176819.45,15249.3,,2026-05-17T03:15:00.535Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,89426.66,,2026-05-17T03:15:01.463Z,BRTI,77925.57,77879.55,Polymarket RTDS,77929.86498865283,77875.2,,0.821,
2026-05-17T03:15:03.023Z,2026-05-17T03:15:01.853Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,closed,,,,,,0.999,384209.81,176819.45,,,2026-05-17T03:15:02.123Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,404552.63,,2026-05-17T03:15:03.023Z,BRTI,77924.24,77879.55,Polymarket RTDS,77929.59686805293,77875.2,,,
2026-05-17T03:15:07.430Z,2026-05-17T03:15:04.328Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,closed,,,,,,0.999,384209.81,176819.45,,,2026-05-17T03:15:05.602Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,708504.42,,2026-05-17T03:15:07.430Z,BRTI,77921.75,77879.55,Polymarket RTDS,77930.41589863735,77875.2,,,
2026-05-17T03:15:09.522Z,2026-05-17T03:15:08.167Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,closed,,,,,,0.999,384209.81,176819.45,,,2026-05-17T03:15:08.615Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,708497.42,,2026-05-17T03:15:09.522Z,BRTI,77924.24,77879.55,Polymarket RTDS,77930.36190350621,77875.2,,,
2026-05-17T03:15:12.886Z,2026-05-17T03:15:10.230Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,closed,,,,,,0.999,384209.81,176819.45,,,2026-05-17T03:15:10.694Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,710234.86,,2026-05-17T03:15:12.886Z,BRTI,77921.75,77879.55,Polymarket RTDS,77930.20262254216,77875.2,,,
2026-05-17T03:15:15.255Z,2026-05-17T03:15:13.724Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,closed,,,,,,0.999,384209.81,176819.45,,,2026-05-17T03:15:14.383Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,678938.86,,2026-05-17T03:15:15.255Z,BRTI,77940.57,77879.55,Polymarket RTDS,77928.49768,77875.2,,,
2026-05-17T03:15:16.682Z,2026-05-17T03:15:15.516Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,closed,,,,,,0.999,384209.81,176819.45,,,2026-05-17T03:15:15.753Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,678938.86,,2026-05-17T03:15:16.682Z,BRTI,77930.63,77879.55,Polymarket RTDS,77927.587375,77875.2,,,
2026-05-17T03:15:20.015Z,2026-05-17T03:15:18.007Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,closed,,,,,,0.999,384209.81,176819.45,,,2026-05-17T03:15:18.541Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,678938.86,,2026-05-17T03:15:20.015Z,BRTI,77921.75,77879.55,Polymarket RTDS,77927.715845,77875.2,,,
2026-05-17T03:15:23.237Z,2026-05-17T03:15:20.738Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,closed,,,,,,0.999,384209.81,176819.45,,,2026-05-17T03:15:22.304Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,678938.86,,2026-05-17T03:15:23.236Z,BRTI,77940.71,77879.55,Polymarket RTDS,77927.72044,77875.2,,,
2026-05-17T03:15:26.807Z,2026-05-17T03:15:23.943Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,closed,,,,,,0.999,384209.81,176819.45,,,2026-05-17T03:15:24.593Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,678938.86,,2026-05-17T03:15:26.807Z,BRTI,77930.63,77879.55,Polymarket RTDS,77927.594565,77875.2,,,
2026-05-17T03:15:29.034Z,2026-05-17T03:15:27.628Z,KXBTC15M-26MAY162315-15,BTC price up in next 15 mins?,KXBTC15M-26MAY162315,2026-05-17T03:15:00Z,closed,,,,,,0.999,384209.81,176819.45,,,2026-05-17T03:15:28.143Z,btc-updown-15m-1778986800,"Bitcoin Up or Down - May 16, 11:00PM-11:15PM ET",btc-updown-15m-1778986800,2026-05-17T03:15:00Z,,0.99,0.82,0.18,0.01,0.905,0.81,14494.768501000008,,678938.86,,2026-05-17T03:15:29.034Z,BRTI,77924.24,77879.55,Polymarket RTDS,77927.630525,77875.2,,,
