filter,contract_id,entry_timestamp_utc,arb_type,arb_cost,theoretical_profit,actual_payout,actual_pnl,fee_adjusted_payout,fee_adjusted_pnl,dangerous_contract_entry,kalshi_outcome,polymarket_outcome,source_price_gap,min_distance_from_target,seconds_to_expiry,price_direction_agreement,target_divergence,abs_target_divergence
baseline_first_arb_no_filter,KXBTC15M-26MAY170245-45,2026-05-17T06:31:52.630Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,2.629135413648328,0.3000000000029104,787.37,False,3.425893490712042,3.425893490712042
baseline_first_arb_no_filter,KXBTC15M-26MAY170300-00,2026-05-17T06:45:31.244Z,NK+P,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,YES,YES,0.5172300766716944,0.3000000000029104,868.756,True,4.6233738814044045,4.6233738814044045
baseline_first_arb_no_filter,KXBTC15M-26MAY170315-15,2026-05-17T07:00:34.668Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,2.754401474769111,0.3099999999976717,865.332,False,6.5513768860691926,6.5513768860691926
baseline_first_arb_no_filter,KXBTC15M-26MAY170330-30,2026-05-17T07:15:07.873Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,3.4001099474116927,0.5592699474218534,892.127,True,9.910839999996824,9.910839999996824
baseline_first_arb_no_filter,KXBTC15M-26MAY170345-45,2026-05-17T07:30:17.022Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,0.9890199999936158,2.4800000000104774,882.978,False,7.419700000013108,7.419700000013108
baseline_first_arb_no_filter,KXBTC15M-26MAY170400-00,2026-05-17T07:45:14.731Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,0.8742252026713686,1.9099388151080348,885.269,False,5.5157136124471435,5.5157136124471435
baseline_first_arb_no_filter,KXBTC15M-26MAY170415-15,2026-05-17T08:00:18.524Z,NK+P,0.95,0.050000000000000044,1.0,0.050000000000000044,0.98,0.030000000000000027,False,NO,NO,10.609785000007832,2.7199999999866122,881.476,True,3.9045038157055387,3.9045038157055387
baseline_first_arb_no_filter,KXBTC15M-26MAY170430-30,2026-05-17T08:15:23.063Z,K+NP,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,NO,NO,21.456449415170937,2.1527594151702942,876.937,False,7.413690000001225,7.413690000001225
baseline_first_arb_no_filter,KXBTC15M-26MAY170445-45,2026-05-17T08:30:27.577Z,K+NP,0.99,0.010000000000000009,0.0,-0.99,0.0,-0.99,True,NO,YES,1.1242808847309789,4.562217293860158,872.423,True,4.542063590866746,4.542063590866746
baseline_first_arb_no_filter,KXBTC15M-26MAY170500-00,2026-05-17T08:45:30.831Z,NK+P,0.8400000000000001,0.15999999999999992,0.0,-0.8400000000000001,0.0,-0.8400000000000001,True,YES,NO,43.30617613760114,3.116440962345223,869.169,False,-25.409735175257083,25.409735175257083
baseline_first_arb_no_filter,KXBTC15M-26MAY170515-15,2026-05-17T09:00:09.636Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,3.0029300000023795,0.6900000000023283,890.364,True,6.018038671580143,6.018038671580143
baseline_first_arb_no_filter,KXBTC15M-26MAY170530-30,2026-05-17T09:15:11.237Z,K+NP,0.97,0.030000000000000027,0.0,-0.97,0.0,-0.97,True,NO,YES,12.259780103238882,0.007596436960739084,888.763,True,5.697376540207188,5.697376540207188
baseline_first_arb_no_filter,KXBTC15M-26MAY170545-45,2026-05-17T09:30:11.450Z,NK+P,0.9299999999999999,0.07000000000000006,1.0,0.07000000000000006,0.98,0.050000000000000044,False,NO,NO,11.416318024130305,0.19999999999708962,888.55,False,-4.87663985787367,4.87663985787367
baseline_first_arb_no_filter,KXBTC15M-26MAY170600-00,2026-05-17T09:45:17.471Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,0.529480252385838,1.069999999992433,882.529,False,3.2911764201999176,3.2911764201999176
baseline_first_arb_no_filter,KXBTC15M-26MAY170615-15,2026-05-17T10:00:20.441Z,NK+P,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,YES,YES,25.164157732069725,1.1989972679293714,879.559,True,9.793154999992112,9.793154999992112
baseline_first_arb_no_filter,KXBTC15M-26MAY170630-30,2026-05-17T10:15:26.903Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,1.9238524383981712,6.3295514257624745,873.097,False,15.493403864151333,15.493403864151333
baseline_first_arb_no_filter,KXBTC15M-26MAY170645-45,2026-05-17T10:30:31.499Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,26.890000944506028,4.380000000004657,868.501,True,14.21953255297558,14.21953255297558
baseline_first_arb_no_filter,KXBTC15M-26MAY170700-00,2026-05-17T10:45:03.947Z,NK+P,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,NO,NO,27.429921002229094,8.366553997781011,896.053,True,-24.096475000013015,24.096475000013015
baseline_first_arb_no_filter,KXBTC15M-26MAY170715-15,2026-05-17T11:00:06.265Z,NK+P,0.89,0.10999999999999999,1.0,0.10999999999999999,0.98,0.08999999999999997,False,NO,NO,19.900991065544076,nan,893.735,False,-6.6715082606096985,6.6715082606096985
baseline_first_arb_no_filter,KXBTC15M-26MAY170730-30,2026-05-17T11:15:08.487Z,K+NP,0.8999999999999999,0.10000000000000009,1.0,0.10000000000000009,0.98,0.08000000000000007,False,NO,NO,46.22367857659992,4.808345615630969,891.513,True,32.46202419222391,32.46202419222391
baseline_first_arb_no_filter,KXBTC15M-26MAY170745-45,2026-05-17T11:30:23.897Z,NK+P,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,YES,YES,7.649957638059277,1.3692266773578012,876.103,True,7.5291843154263915,7.5291843154263915
baseline_first_arb_no_filter,KXBTC15M-26MAY170800-00,2026-05-17T11:45:31.306Z,K+NP,0.99,0.010000000000000009,0.0,-0.99,0.0,-0.99,True,NO,YES,15.749834999995073,3.7599999999947613,868.694,False,15.637159999998403,15.637159999998403
baseline_first_arb_no_filter,KXBTC15M-26MAY170815-15,2026-05-17T12:00:26.931Z,NK+P,0.99,0.010000000000000009,0.0,-0.99,0.0,-0.99,True,YES,NO,0.5648632529046154,2.361083252893877,873.069,False,5.8562199999869335,5.8562199999869335
baseline_first_arb_no_filter,KXBTC15M-26MAY170830-30,2026-05-17T12:15:25.691Z,K+NP,0.79,0.20999999999999996,0.0,-0.79,0.0,-0.79,True,NO,YES,41.26440582667419,8.639999999999418,874.309,True,54.59266237584234,54.59266237584234
baseline_first_arb_no_filter,KXBTC15M-26MAY170845-45,2026-05-17T12:30:33.620Z,NK+P,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,YES,YES,6.008971457340522,0.7699099465535255,866.38,False,10.18888140389754,10.18888140389754
baseline_first_arb_no_filter,KXBTC15M-26MAY170900-00,2026-05-17T12:45:05.068Z,NK+P,0.96,0.040000000000000036,1.0,0.040000000000000036,0.98,0.020000000000000018,False,NO,NO,6.27331000000413,1.2799999999988358,894.932,False,-0.26624597754562274,0.26624597754562274
baseline_first_arb_no_filter,KXBTC15M-26MAY170915-15,2026-05-17T13:00:14.735Z,K+NP,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,NO,NO,28.316070539629436,0.020000000004074536,885.265,False,13.375306561763864,13.375306561763864
baseline_first_arb_no_filter,KXBTC15M-26MAY170930-30,2026-05-17T13:15:10.418Z,K+NP,0.99,0.010000000000000009,0.0,-0.99,0.0,-0.99,True,NO,YES,37.681092574071954,5.119999999995343,889.582,False,17.7340738526691,17.7340738526691
baseline_first_arb_no_filter,KXBTC15M-26MAY170945-45,2026-05-17T13:30:13.791Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,18.945577566308202,0.6659856803744333,886.209,False,-4.499591885934933,4.499591885934933
baseline_first_arb_no_filter,KXBTC15M-26MAY171000-00,2026-05-17T13:45:31.459Z,NK+P,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,NO,NO,4.626514999996289,5.989999999990687,868.541,True,12.707459057448432,12.707459057448432
baseline_first_arb_no_filter,KXBTC15M-26MAY171015-15,2026-05-17T14:00:22.056Z,K+NP,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,NO,NO,28.418035000009695,7.980000000010477,877.944,False,11.968290973294643,11.968290973294643
baseline_first_arb_no_filter,KXBTC15M-26MAY171030-30,2026-05-17T14:15:25.804Z,K+NP,0.8699999999999999,0.13000000000000012,1.0,0.13000000000000012,0.98,0.1100000000000001,False,YES,NO,69.05318536056438,1.389999999999418,874.196,True,10.025071753625525,10.025071753625525
baseline_first_arb_no_filter,KXBTC15M-26MAY171045-45,2026-05-17T14:30:28.701Z,K+NP,0.86,0.14,1.0,0.14,0.98,0.12,False,NO,NO,47.91530991801119,4.96484008198604,871.299,True,42.47015000000829,42.47015000000829
baseline_first_arb_no_filter,KXBTC15M-26MAY171100-00,2026-05-17T14:45:06.445Z,K+NP,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,YES,YES,1.0044569876481546,0.930000000007567,893.555,True,6.613669999991544,6.613669999991544
baseline_first_arb_no_filter,KXBTC15M-26MAY171115-15,2026-05-17T15:00:08.206Z,K+NP,0.9,0.09999999999999998,1.0,0.09999999999999998,0.98,0.07999999999999996,False,YES,YES,28.155391673150007,3.2700000000040745,891.794,False,13.095597000123234,13.095597000123234
baseline_first_arb_no_filter,KXBTC15M-26MAY171130-30,2026-05-17T15:15:10.788Z,K+NP,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,NO,NO,47.9560536462086,1.4000000000087311,889.212,False,13.607594999994035,13.607594999994035
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170000-00,2026-05-17T03:50:09.174Z,K+NP,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,NO,NO,2.6201763161516283,13.410000000003492,590.826,True,9.434507742509595,9.434507742509595
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170015-15,2026-05-17T04:01:13.556Z,NK+P,0.94,0.06000000000000005,1.0,0.06000000000000005,0.98,0.040000000000000036,False,YES,YES,0.2426082898164168,10.796443191124126,826.444,True,9.076165098696947,9.076165098696947
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170030-30,2026-05-17T04:16:16.961Z,NK+P,0.96,0.040000000000000036,1.0,0.040000000000000036,0.98,0.020000000000000018,False,YES,YES,1.9085991226893384,12.406994765551644,823.039,True,1.6255938882386545,1.6255938882386545
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170045-45,2026-05-17T04:32:41.260Z,NK+P,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,YES,YES,2.5192088866315316,31.956428886624053,738.74,True,8.32278000000224,8.32278000000224
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170100-00,2026-05-17T04:54:51.959Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,1.9298647945688572,11.5842302054225,308.041,True,6.785904999997001,6.785904999997001
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170115-15,2026-05-17T05:04:19.547Z,K+NP,0.9299999999999999,0.07000000000000006,1.0,0.07000000000000006,0.98,0.050000000000000044,False,YES,YES,1.001299999988987,10.870000000009895,640.453,True,16.118909999990137,16.118909999990137
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170130-30,2026-05-17T05:18:12.290Z,K+NP,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,NO,NO,1.5508341718668817,14.457554171865922,707.71,True,15.10327999999572,15.10327999999572
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170145-45,2026-05-17T05:33:34.024Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,2.1218192416563397,13.429735758341849,685.976,True,4.728445000000647,4.728445000000647
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170200-00,2026-05-17T05:56:59.042Z,K+NP,0.9600000000000001,0.039999999999999925,1.0,0.039999999999999925,0.98,0.019999999999999907,False,NO,NO,2.8300819411379052,38.99850181603688,180.958,True,18.49141624281765,18.49141624281765
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170215-15,2026-05-17T06:00:55.058Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,1.7567300000082469,10.770000000004075,844.942,True,8.841815000007045,8.841815000007045
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170230-30,2026-05-17T06:19:53.803Z,NK+P,0.8999999999999999,0.10000000000000009,1.0,0.10000000000000009,0.98,0.08000000000000007,False,NO,NO,1.5168099902803078,21.83308804653643,606.197,True,5.440101963176858,5.440101963176858
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170245-45,2026-05-17T06:34:21.293Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,0.861692245627637,13.110000000000582,638.707,True,3.425893490712042,3.425893490712042
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170300-00,2026-05-17T06:46:56.298Z,NK+P,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,YES,YES,2.9088700000138488,15.200000000011642,783.702,True,4.6233738814044045,4.6233738814044045
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170315-15,2026-05-17T07:06:14.126Z,K+NP,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,NO,NO,2.6364308434567647,21.545053957379423,525.874,True,6.5513768860691926,6.5513768860691926
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170330-30,2026-05-17T07:16:13.947Z,K+NP,0.95,0.050000000000000044,1.0,0.050000000000000044,0.98,0.030000000000000027,False,YES,YES,2.734185000008438,11.523345000008703,826.053,True,9.910839999996824,9.910839999996824
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170345-45,2026-05-17T07:31:16.125Z,NK+P,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,YES,YES,1.602671228480176,11.189999999987776,823.875,True,7.419700000013108,7.419700000013108
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170400-00,2026-05-17T07:49:12.920Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,2.562477352199494,10.539999999993597,647.08,True,5.5157136124471435,5.5157136124471435
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170415-15,2026-05-17T08:01:56.864Z,NK+P,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,NO,NO,1.9825199999904726,30.278016184296575,783.136,True,3.9045038157055387,3.9045038157055387
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170430-30,2026-05-17T08:19:26.895Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,2.563151479494991,67.9131585205032,633.105,True,7.413690000001225,7.413690000001225
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170445-45,2026-05-17T08:41:25.893Z,K+NP,0.908,0.09199999999999997,0.0,-0.908,0.0,-0.908,True,NO,YES,2.1436350000003586,37.54157140913594,214.107,True,4.542063590866746,4.542063590866746
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170500-00,2026-05-17T08:46:42.998Z,NK+P,0.8200000000000001,0.17999999999999994,0.0,-0.8200000000000001,0.0,-0.8200000000000001,True,YES,NO,1.522529999987455,12.369999999995343,797.002,False,-25.409735175257083,25.409735175257083
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170515-15,2026-05-17T09:02:54.334Z,K+NP,0.94,0.06000000000000005,1.0,0.06000000000000005,0.98,0.040000000000000036,False,YES,YES,1.6584872757957783,12.339999999996508,725.666,True,6.018038671580143,6.018038671580143
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170530-30,2026-05-17T09:15:45.199Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,YES,2.2968200000032084,15.229999999995925,854.801,True,5.697376540207188,5.697376540207188
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170545-45,2026-05-17T09:34:49.440Z,NK+P,0.9199999999999999,0.08000000000000007,1.0,0.08000000000000007,0.98,0.06000000000000005,False,NO,NO,0.5784200000052806,14.0,610.56,True,-4.87663985787367,4.87663985787367
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170600-00,2026-05-17T09:48:19.032Z,NK+P,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,YES,YES,1.3762818751274608,12.59000000001106,700.968,True,3.2911764201999176,3.2911764201999176
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170615-15,2026-05-17T10:03:55.468Z,NK+P,0.96,0.040000000000000036,1.0,0.040000000000000036,0.98,0.020000000000000018,False,YES,YES,1.4648637567006517,14.320000000006985,664.532,True,9.793154999992112,9.793154999992112
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170630-30,2026-05-17T10:21:05.654Z,K+NP,0.9299999999999999,0.07000000000000006,1.0,0.07000000000000006,0.98,0.050000000000000044,False,YES,YES,1.842625000004773,11.503971135840402,534.346,True,15.493403864151333,15.493403864151333
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170645-45,2026-05-17T10:32:04.071Z,K+NP,0.96,0.040000000000000036,1.0,0.040000000000000036,0.98,0.020000000000000018,False,NO,NO,0.2879700000048615,32.40249744702305,775.929,True,14.21953255297558,14.21953255297558
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170700-00,2026-05-17T10:49:22.720Z,NK+P,0.87,0.13,1.0,0.13,0.98,0.10999999999999999,False,NO,NO,2.7069316262350185,20.69999999999709,637.28,True,-24.096475000013015,24.096475000013015
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170715-15,2026-05-17T11:00:58.070Z,NK+P,0.9400000000000001,0.05999999999999994,1.0,0.05999999999999994,0.98,0.039999999999999925,False,NO,NO,2.1645450000069104,12.539999999993597,841.93,True,-6.6715082606096985,6.6715082606096985
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170730-30,2026-05-17T11:17:02.502Z,K+NP,0.9099999999999999,0.09000000000000008,1.0,0.09000000000000008,0.98,0.07000000000000006,False,NO,NO,1.6077159935230156,25.685691801292705,777.498,True,32.46202419222391,32.46202419222391
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170745-45,2026-05-17T11:32:46.643Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,1.7549730480386643,26.665842636532034,733.357,True,7.5291843154263915,7.5291843154263915
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170800-00,2026-05-17T11:45:49.306Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,YES,0.46154733485309407,26.110000000000582,850.694,True,15.637159999998403,15.637159999998403
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170815-15,2026-05-17T12:09:36.562Z,NK+P,0.87,0.13,0.0,-0.87,0.0,-0.87,True,YES,NO,0.8263200000073994,23.410100000008242,323.438,True,5.8562199999869335,5.8562199999869335
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170830-30,2026-05-17T12:15:29.655Z,K+NP,0.79,0.20999999999999996,0.0,-0.79,0.0,-0.79,True,NO,YES,1.4550982908403967,22.617760666675167,870.345,False,54.59266237584234,54.59266237584234
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170845-45,2026-05-17T12:34:53.771Z,K+NP,0.93,0.06999999999999995,1.0,0.06999999999999995,0.98,0.04999999999999993,False,YES,YES,0.7039480651001213,14.559999999997672,606.229,True,10.18888140389754,10.18888140389754
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170900-00,2026-05-17T12:49:22.870Z,NK+P,0.96,0.040000000000000036,1.0,0.040000000000000036,0.98,0.020000000000000018,False,NO,NO,0.89444472467585,24.429999999993015,637.13,True,-0.26624597754562274,0.26624597754562274
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170915-15,2026-05-17T13:04:44.586Z,K+NP,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,NO,NO,2.302689984368044,45.897383422605344,615.414,True,13.375306561763864,13.375306561763864
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170930-30,2026-05-17T13:18:18.437Z,K+NP,0.91,0.08999999999999997,0.0,-0.91,0.0,-0.91,True,NO,YES,2.191272981261136,32.02719912859902,701.563,True,17.7340738526691,17.7340738526691
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY170945-45,2026-05-17T13:31:26.489Z,NK+P,0.96,0.040000000000000036,1.0,0.040000000000000036,0.98,0.020000000000000018,False,NO,NO,1.4485487103229389,17.570000000006985,813.511,True,-4.499591885934933,4.499591885934933
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY171000-00,2026-05-17T13:56:40.056Z,K+NP,0.977,0.02300000000000002,1.0,0.02300000000000002,0.98,0.0030000000000000027,False,NO,NO,0.659851065807743,59.70239200835931,199.944,True,12.707459057448432,12.707459057448432
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY171015-15,2026-05-17T14:02:26.061Z,K+NP,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,NO,NO,0.3510175201809034,41.37272654687695,753.939,True,11.968290973294643,11.968290973294643
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY171030-30,2026-05-17T14:15:49.773Z,K+NP,0.94,0.06000000000000005,1.0,0.06000000000000005,0.98,0.040000000000000036,False,YES,NO,1.3071800000034273,89.95774824636464,850.227,True,10.025071753625525,10.025071753625525
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY171045-45,2026-05-17T14:33:19.082Z,K+NP,0.86,0.14,1.0,0.14,0.98,0.12,False,NO,NO,1.9664900000061607,44.883359999992535,700.918,True,42.47015000000829,42.47015000000829
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY171100-00,2026-05-17T14:46:04.353Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,2.6386299999867333,23.70000000001164,835.647,True,6.613669999991544,6.613669999991544
gap<=3 and min_distance>=10 and seconds_to_expiry>=120,KXBTC15M-26MAY171115-15,2026-05-17T15:01:45.323Z,K+NP,0.9299999999999999,0.07000000000000006,1.0,0.07000000000000006,0.98,0.050000000000000044,False,YES,YES,1.276373015862191,18.588029984006425,794.677,True,13.095597000123234,13.095597000123234
